ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
amar	ame	amaro	amaɾɣo	ɐmaɾəɡʊ	amaːrʊm
ambasadə	ɑ̃basad	ambaʃata	embaxaða	eɪmbaɪʃadɐ	ambaktʊm
ambjant	ɑ̃bjɑ̃s	ambiɛnte	ambjɛnte	ɐ̃mbieɪŋtɨ	ambɪɛntɛm
ambidekstru	ɑ̃bidɛkstʁ	ambidɛstro	ambiðekstɾo	ɐ̃mbidɛʃtɹʊ	ambɪdɛkstrʊm
ambiɡwu	ɑ̃biɡy	ambiɡwo	ambiɣwo	ɐ̃mbiɡuʊ	ambɪɡwʊm
ambitsje	ɑ̃bisjɔ̃	ambitsione	ambiθjon	ɐ̃mbisɐ̃ʊ̃	ambɪtɪoːnɛm
ambitsjos	ɑ̃bisjø	ambitsiozo	ambiθjoso	ɐ̃mbisiozʊ	ambɪtɪoːsʊm
ambitsjune	ɑ̃bisjɔ̃	ambitsione	ambiθjon	ɐ̃mbisɐ̃ʊ̃	ambɪtɪoːnɛm
amenintsa	mənase	minatʃʃare	amenaθaɾ	ɐmiɐsaɹ	ammɪnaːkɪaːrɛ
amfiteatru	ɑ̃fiteaːtʁ	anfiteatro	amfiteatɾo	ɐ̃ŋfitiatɹʊ	ampʰɪtʰɛaːtrʊm
amfoɾə	ɑ̃fɔʁ	anfora	amfoɾa	ɐ̃ŋfuɾɐ	ampʰɔram
amik	ami	amiko	amiɣo	ɐmiɡʊ	amiːkʊm
amor	amuʁ	amore	amoɾ	ɐmoɹ	amoːrɛm
amplifikator	ɑ̃plifikatœʁ	amplifikatore	amplifikaðoɾ	ɐ̃mplifikɐdoɹ	amplɪfɪkaːtɔrɛm
amputa	ɑ̃pyte	amputare	amputaɾ	ɐ̃mputaɹ	ampʊtaːrɛ
amulet	amylɛt	amulɛto	amuleto	ɐmuletʊ	amʊleːtʊm
an	ɛ̃	anno	aɲo	ɐ̃ŋnʊ	annʊm
anafoɾə	anafɔʁ	anafɔra	anafoɾa	ɐnafuɾɐ	anapʰɔraː
analoɡ	analoɡ	analoɡo	analoɣo	ɐnɑluɡʊ	analɔɡʊm
analodʒie	analoʒi	analodʒia	analoxia	ɐnɐluʒiɐ	analɔɡɪam
anapest	anapɛst	anapɛsto	anapesto	ɐnɐpɛʃtʊ	anapaɪstʊm
anatemə	anatɛm	anatema	anatema	ɐnatɨmɐ	anatʰɛma
anatomje	anatomi	anatomia	anatomia	ɐnɐtumiɐ	anatɔmɪam
ankoɾə	ɑ̃kʁ	ankora	ankla	ɐ̃ŋkuɾɐ	aŋkɔram
aneksjune	anɛksjɔ̃	annessione	aneksjon	ɐneksɐsɐ̃ʊ̃	annɛksɪoːnɛm
aŋɡilə	ɑ̃ɡij	aŋɡwilla	aŋɡila	eɪŋɡwiɐ	aŋɡwɪllam
aŋɡlikan	ɑ̃ɡlikɑ̃	aŋɡlikano	aŋɡlikano	ɐ̃ŋɡlikɐ̃nʊ	aŋɡlɪkaːnʊm
anima	anime	animare	animaɾ	ɐnimaɹ	anɪmaːrɛ
animalitate	animalite	animalita	animaliðad	ɐnimɐlidadɨ	anɪmaːlɪtaːtɛm
animatsje	animasjɔ̃	animatsione	animaθjon	ɐnimɐsɐ̃ʊ̃	anɪmaːtɪoːnɛm
animatsjune	animasjɔ̃	animatsione	animaθjon	ɐnimɐsɐ̃ʊ̃	anɪmaːtɪoːnɛm
animozitate	animozite	animozita	animosiðad	ɐnimuzidadɨ	anɪmoːsɪtaːtɛm
aniversar	anivɛʁsɛʁ	anniversario	aniβeɾsaɾjo	ɐnivɨɾəsaɾjʊ	annɪwɛrsaːrɪʊm
anomalje	anomali	anomalia	anomalia	ɐnumɐliɐ	anoːmalɪam
antetʃedent	ɑ̃tesedɑ̃	antetʃedɛnte	anteθeðɛnte	ɐ̃ŋtɨsɨdeɪŋtɨ	antɛkeːdɛntɛm
anteɾjor	ɑ̃teʁjœʁ	anteriore	anteɾjoɾ	ɐ̃ŋtɨɾioɹ	antɛrɪoːrɛm
antik	ɑ̃tik	antiko	antiɣwo	ɐ̃ŋtiɡʊ	antiːkwʊm
antikar	ɑ̃tiʃaʁ	antikwario	antikwaɾjo	ɐ̃ŋtikwaɾjʊ	antiːkwaːrɪʊm
antikitate	ɑ̃tikite	antikita	antiɣueðad	ɐ̃ŋtiɡwidadɨ	antiːkwɪtaːtɛm
antitʃipatsje	ɑ̃tisipasjɔ̃	antitʃipatsione	antiθipaθjon	ɐ̃ŋtɨsipɐsɐ̃ʊ̃	antɪkɪpaːtɪoːnɛm
antitʃipatsjune	ɑ̃tisipasjɔ̃	antitʃipatsione	antiθipaθjon	ɐ̃ŋtɨsipɐsɐ̃ʊ̃	antɪkɪpaːtɪoːnɛm
antidot	ɑ̃tidɔt	antidoto	antiðoto	ɐ̃ŋtidutʊ	antɪdɔtʊm
antimoniw	ɑ̃timwan	antimɔnju	antimonjo	ɐ̃ŋtimonjʊ	antɪmɔnɪʊm
antinomie	ɑ̃tinomi	antinomia	antinomja	ɐ̃ŋtinumiɐ	antɪnɔmɪam
antipatje	ɑ̃tipati	antipatia	antipatia	ɐ̃ŋtipɐtiɐ	antɪpatʰiːam
antipod	ɑ̃tipɔd	antipode	antipoða	ɐ̃ŋtipudɐ	antɪpɔdɛs
rabje	ʁaʒ	rabbia	raβja	ʁaɪvɐ	rabɪɛm
anwalə	anyɛl	annuale	anwal	ɐnuɑl	annʊaːlɛm
apaɾentsə	apaʁɑ̃s	apparɛntsa	apaɾjɛnθja	ɐpɐɾeɪŋsjɐ	appaːrɛntɪam
apatje	apati	apatia	apatia	ɐpɐtiɐ	apatʰiːam
apedukt	akdyk	akkwedotto	akweðukto	ɐkɨdutʊ	akwaɪdʊktʊm
apenditʃe	apɛ̃dis	appenditʃe	apendiθe	ɐpeɪŋdisɨ	appɛndɪkɛm
apendikular	apɛ̃dikylɛʁ	appendikolare	apendikulaɾ	ɐpeɪŋdikulaɹ	appɛndɪkʊlam
apeɾitiv	apeʁitif	aperitivo	apeɾitiβo	ɐpɨɾitivʊ	apɛrɪtiːwʊm
apertuɾə	apɛʁtyʁ	apertura	aβeɾtuɾa	ɐbɨɾətuɾɐ	apɛrtuːram
apetit	apeti	appetito	apetito	ɐpɨtitɨ	appɛtiːtʊm
apikultɔaɾe	apikyltœʁ	apikultore	apikultoɾ	ɐpikuwtoɹ	apɪskʊltoːrɛm
albinə	abɛj	ape	aβexa	ɐbeʎɐ	apɛm
aplauda	aplodiʁ	applaudire	aplaʊðiɾ	ɐplaʊdiɹ	applaʊdeːrɛ
aplika	aplike	applikare	aplikaɾ	ɐplikaɹ	applɪkaːrɛ
aplikatsje	aplikasjɔ̃	applikatsione	aplikaθjon	ɐplikɐsɐ̃ʊ̃	applɪkaːtɪoːnɛm
apokopə	apokɔp	apɔkope	apokope	ɐpɔkupɨ	apɔkɔpam
apoloɡ	apoloɡ	apɔloɡo	apoloɣo	ɐpɔluɡʊ	apɔlɔɡʊm
apolodʒetikə	apoloʒetik	apolodʒɛtika	apoloxetika	ɐpuluʒɛtikɐ	apɔlɔɡeːtɪkam
apoplektik	apɔplɛktik	apoplɛttiko	apopletiko	ɐpuplɛtikʊ	apɔpleːktɪkʊm
apopleksje	apɔplɛktik	apoplessia	apoplexia	ɐpuplɨksiɐ	apɔplɛksɪam
apos	akø	akkwozo	aɣwoso	ɐɡwozʊ	akwoːsʊm
apostat	apɔsta	apɔstata	apostata	ɐpɔʃtɐtɐ	apɔstatam
apostazje	apɔstazi	apostazia	apostasia	ɐpuʃtɐziɐ	apɔstasɪam
apostolik	apɔstolik	apostɔliko	apostoliko	ɐpuʃtɔlikʊ	apɔstɔlɪkʊm
apostrof	apɔstʁɔf	apɔstrofo	apostɾofe	ɐpɔʃtɹufʊ	apɔstrɔpʰʊm
apostrof	apɔstʁɔf	apɔstrofo	apostɾofe	ɐpɔʃtɹufʊ	apɔstrɔpʰʊm
apoteozə	apoteɔz	apoteɔzi	apoteosis	ɐputiɔzɨ	apɔtʰɛoːsɛm
apozitsje	apozisjɔ̃	appozitsione	aposiθjon	ɐpuzisɐ̃ʊ̃	appɔsɪtɪoːnɛm
apozitsjune	apozisjɔ̃	appozitsione	aposiθjon	ɐpuzisɐ̃ʊ̃	appɔsɪtɪoːnɛm
apretʃja	apʁesje	appretssare	apɾeθjaɾ	ɐpɹɨsiaɹ	apprɛtɪaːrɛ
aprinde	apʁɑ̃dʁ	apprɛndere	apɾendeɾ	ɐpɹeɪŋdeɹ	apprɛndeːrɛ
aproba	apʁuve	approbare	apɾoβaɾ	ɐpɹuvaɹ	apprɔbaːrɛ
aproprja	apʁɔpʁie	appropriare	apɾopjaɾ	ɐpɹupɹiaɹ	approːprɪaːrɛ
aɾa	aʁe	aɾare	aɾa	ɐɾaɹ	araːrɛ
aɾamə	ɛʁɛ̃	rame	alambɾe	ɐɾɐ̃mɨ	aɪraːmɛn
arbitra	aʁbitʁe	arbitrare	aɾβitɾaɾ	ɐɾəbitɹaɹ	arbɪtrarɪ
arbitrar	aʁbitʁɛʁ	arbitrario	aɾβitɾaɾjo	ɐɾəbitɹaɾjʊ	arbɪtraːrɪʊm
arbitru	aʁbitʁ	arbitro	aɾβitɾo	aɾəbitɹʊ	arbɪtrʊm
arboɾe	aʁbʁ	albero	aɾβol	ɐɾəvoɾɨ	arbɔrɛm
arboɾestʃent	aʁboʁɛsɑ̃	arboreʃɛnte	aɾβoɾesθɛnte	ɐɾəbuɾɨseɪŋtɨ	arbɔreːskɛntɛm
arbust	aʁbyst	arbusto	aɾβusto	ɐɾəbuʃtʊ	arbʊstʊm
ark	aʁk	arko	aɾko	aɾəkʊ	arkʊm
arkosoljum	aʁkozoljɔm	arkozɔlio	aɾkosoljo	ɐɾəkusɔljʊ	arkɔsɔlɪʊm
arktik	aʁtik	artiko	aɾtiko	aɾətikʊ	arktɪkʊm
ardeɾe	aʁdwaʁ	ardere	aɾðeɾ	ɐɾədeɹ	aːrdeːrɛ
ardɔaɾe	aʁdœʁ	ardore	aɾðoɾ	ɐɾədoɹ	ardoːrɛm
aɾeolə	aʁeɔl	arɛola	aɾeola	ɐɾɛɔlɐ	aːrɛɔlam
ardʒilos	aʁʒilø	ardʒillozo	aɾθiʎoso	ɐɾəʒilozʊ	arɡɪlloːsʊm
arɡument	aʁɡymɑ̃	arɡomento	aɾɣumɛnto	ɐɾəɡumeɪŋtʊ	arɡuːmɛntʊm
arɡumentatsje	aʁɡymɑ̃tasjɔ̃	arɡomentatsione	aɾɣumentaθjon	ɐɾəɡumeɪŋtɐsɐ̃ʊ̃	arɡuːmɛntaːtɪoːnɛm
arhitekt	aʁʃitɛkt	arkitetto	aɾkitekto	ɐɾəkitɛtʊ	arkʰɪtɛktʊm
arhitektuɾə	aʁʃitɛktyʁ	arkitettura	aɾkitektuɾa	ɐɾəkitɨtuɾɐ	arkʰɪtɛktuːram
arhivə	aʁʃiv	arkivio	aɾtʃiβo	ɐɾəkivʊ	arkʰiːwʊm
arhivoltə	aʁʃivɔlt	arkivɔlto	aɾkiβoltas	ɐɾəkivɔltɐʃ	arkɪwɔltam
aɾje	ɛʁ	aia	aɾea	eɪɾɐ	aːrɛam
aɾitʃʲ	eʁisɔ̃	ritʃʃo	eɾiθo	uwɾisʊ	eːrɪkɪʊm
aɾid	aʁid	arido	aɾiðo	aɾidʊ	aːrɪdʊm
aɾinə	aʁɛn	rena	aɾena	ɐɾeɪɐ	areːnam
aɾitmetikə	aʁitmətik	aritmɛtika	aɾitmetika	ɐɾitmɛtikɐ	arɪtʰmeːtɪkam
armə	aʁm	arma	aɾma	aɾəmɐ	arma
armətuɾə	aʁmatyʁ	armatura	aɾmaðuɾa	ɐɾəmɐduɾɐ	armaːtuːram
armonie	aʁmoni	armonia	aɾmonia	ɐɾəmuniɐ	harmɔnɪam
armonik	aʁmonik	armɔniko	aɾmoniko	ɐɾəmonikʊ	harmɔnɪkʊm
aɾoɡant	aʁoɡɑ̃	arroɡante	aroɣante	ɐʁuɡɐ̃ŋtɨ	arrɔɡantɛm
aɾoɡantsə	aʁoɡɑ̃s	arroɡantsa	aroɣanθja	ɐʁuɡɐ̃ŋsjɐ	arrɔɡantɪam
arsenik	aʁsənik	arsɛniko	aɾseniko	ɐɾəsenikʊ	arsɛnɪkʊm
artə	aʁ	arte	aɾte	aɾətɨ	artɛm
arteɾə	aʁtɛʁ	artɛria	aɾteɾja	ɐɾətɛɾjɐ	arteːrɪam
artikol	aʁtikl	artikolo	aɾtikulo	ɐɾətiɡʊ	artɪkʊlʊm
artifitʃjal	aʁtifisjɛl	artifitʃale	aɾtifiθjal	ɐɾətifisiɑl	artɪfɪkɪaːlɛm
artifitʃiw	aʁtifis	artifitʃo	aɾtifiθjo	ɐɾətifisjʊ	artɪfɪkɪʊm
artileɾje	aʁtijʁi	artiʎeria	aɾtiʎeɾia	ɐɾətiʎɐɾiɐ	aptɪkʊlaːrɛ
artritə	aʁtʁit	artrite	aɾtɾitis	ɐɾətɹitɨ	artʰriːtɪs
artritik	aʁtʁitik	artritiko	aɾtɾitiko	ɐɾətɹitikʊ	artʰriːtɪkʊm
aʃa	ɛ̃si	kozi	asi	ɐsiŋ	ɛkkʊmsiːk
astʃendent	asɑ̃dɑ̃	aʃendɛnte	asθendɛnte	ɐseɪŋdeɪŋtɨ	askɛndɛntɛm
avea	avwaʁ	avere	aβeɾ	ɐveɹ	habeːrɛ
askulta	oskylte	askoltare	eskutʃaɾ	ʃkutaɹ	aʊskʊltaːrɛ
askutsʲ	ɛɡize	aɡutssare	aɣuθaɾ	ɐɡuzaɹ	akuːtɪaːrɛ
asesor	asɛsœʁ	assessore	asesoɾ	ɐsɨsoɹ	assɛssɔrɛm
asfalt	asfalt	asfalto	asfalto	ɐʃfɑltʊ	aspʰaltʊm
asidwitate	asidyite	assiduita	asiðwiðad	ɐsiduɪdadɨ	assɪdʊɪtaːtɛm
asin	aːn	azina	asna	aʒnɐ	asɪnʊm
aspiɾa	aspiʁe	aspirare	aspiɾaɾ	ɐʃpiɾaɹ	adspiːraːrɛ
aspru	aːpʁ	aspro	aspeɾo	aʃpɨɾʊ	aspɛrʊm
astmə	asm	azma	asma	aʒmɐ	astʰma
astmatik	asmatik	azmatiko	asmatiko	ɐʒmatikʊ	astʰmatɪkʊm
astraɡal	astʁaɡal	astraɡalo	astɾaɣalo	ɐʃtɹaɡɐlʊ	astraɡalʊm
astral	astʁal	astrale	astɾal	ɐʃtɹɑl	astraːlɛm
astroloɡ	astʁoloɡ	astrɔloɡo	astɾoloɣo	ɐʃtɹɔluɡʊ	astrɔlɔɡʊm
astrolodʒie	astʁoloʒi	astrolodʒia	astɾoloxia	ɐʃtɹuluʒiɐ	astrɔlɔɡɪam
astronom	astʁonom	astrɔnomo	astɾonomo	ɐʃtɹɔnumʊ	astrɔnɔmʊm
astronomik	astʁonomik	astronɔmiko	astɾonomiko	ɐʃtɹunomikʊ	astrɔnɔmɪkʊm
astronomie	astʁonomi	astronomia	astɾonomia	ɐʃtɹunumiɐ	astrɔnɔmɪam
ataɾe	tɛl	tale	tal	tɑl	taːlɛm
atavism	atavism	atavizmo	ataβismo	ɐtɐviʒmʊ	atawɪsmʊm
atew	ate	ateo	ateo	ɐteʊ	atʰɛɔn
atentsje	atɑ̃sjɔ̃	attentsione	atenθjon	ɐteɪŋsɐ̃ʊ̃	attɛntɪoːnɛm
atenwa	atenye	attenuare	atenwaɾ	ɐtɨnuaɹ	attɛnʊaːrɛ
atitʃism	atisism	attitʃizmo	atiθismo	ɐtisiʒmʊ	attɪkɪsmʊm
atlet	atlɛt	atlɛta	atleta	ɐtlɛtɐ	aːtʰleːtam
atom	atom	atomo	atomo	atumʊ	atɔmʊm
omnipotentsə	ɔmnipotɑ̃s	onnipotɛntsa	omnipotɛnθja	ɔniputeɪŋsjɐ	ɔmnɪpɔtɛntɪam
atraktsie	atʁaksjɔ̃	attratsione	atɾakθjon	ɐtɹɐsɐ̃ʊ̃	attraktɪoːnɛm
atraktsjune	atʁaksjɔ̃	attratsione	atɾakθjon	ɐtɹɐsɐ̃ʊ̃	attraktɪoːnɛm
atribut	atʁiby	attributo	atɾiβuto	ɐtɹibutʊ	attrɪbuːtʊm
atriw	atʁiɔm	atrio	atɾio	atrjʊ	aːtrɪʊm
atrotʃe	atʁɔs	atrotʃe	atɾoθ	ɐtɹɔʃ	atroːkɛm
atrotʃitate	atʁosite	atrotʃita	atɾoθiðad	ɐtɹusidadɨ	atroːkɪtaːtɛm
atrofje	atʁofi	atrofia	atɾofja	ɐtɹufiɐ	aːtrɔpʰiːam
auzʲ	wiʁ	udire	oɪɾ	uwviɹ	aʊdiːrɛ
audibil	odibl	udibile	aʊðiβle	aʊdivɛl	aʊdiːbɪlɛm
awɡmenta	oɡmɑ̃te	aumentare	aʊmentaɾ	aʊmeɪŋtaɹ	aʊɡmɛntaːrɛ
aur	ɔʁ	ɔro	oɾo	owɾʊ	aʊrʊm
auɾikular	oʁikylɛʁ	aurikolare	aʊɾikulaɾ	aʊɾikulaɹ	aʊrɪkʊlaːrɛm
auɾifer	oʁifɛʁ	aurifero	aʊɾifeɾo	aʊɾifɨɾʊ	aʊrɪfɛrʊm
auster	ostʁ	austɛro	aʊsteɾo	aʊʃtɛɾʊ	aʊsteːrʊm
austeɾitate	osteʁite	austerite	aʊsteɾiðad	aʊʃtɨɾidadɨ	aʊsteːrɪtaːtɛm
austral	ostʁal	australe	aʊstɾal	aʊʃtɹɑl	aʊstraːlɛm
awtentik	otɑ̃tik	autɛntiko	aʊtentiko	aʊteɪŋtikʊ	aʊtʰɛntɪkʊm
awtɔaɾe	otœʁ	autore	aʊtoɾ	aʊtoɹ	aʊktoːrɛm
awtoɡraf	otoɡʁaf	autɔɡrafo	aʊtoɣɾafo	aʊtɔɡɹɐfʊ	aʊtɔɡrapʰʊm
avaɾitsje	avaʁis	avaritsia	aβaɾiθja	ɐvɐɾezɐ	awaːrɪtɪam
aventuɾə	avɑ̃tyʁ	avventura	aβentuɾa	ɐveɪŋtuɾɐ	adwɛntuːram
avid	avid	avido	aβiðo	avidʊ	awɪdʊm
avokat	avoka	avvokato	aβoɣaðo	ɐdvuɡadʊ	adwɔkaːtʊm
avort	avɔʁtəmɑ̃	abɔrto	aβoɾto	ɐboɾətʊ	abɔrtʊm
avulsjune	avylsjɔ̃	avulsione	aβulsjon	ɐvuwsɐ̃ʊ̃	aːwʊlsɪoːnɛm
aksilə	aksil	aʃɛlla	aksila	ɐksilɐ	aksɪllam
aksjomə	aksjɔm	assiɔma	aksjoma	ɐksiomɐ	aksɪoːma
bakantə	bakɑ̃t	bakkante	bakante	bɐkɐ̃ŋtɨ	bakkʰantɛm
batʃil	basij	batʃillo	baθilo	bɐsilʊ	bakɪllʊm
bale	bav	bava	baβa	babɐ	babam
balistə	balist	ballista	balista	bɐliʃtɐ	ballɪstam
balnear	balneɛʁ	balneare	balneaɾjo	bɑlnɨaɾjʊ	balnɛaːrɛm
balneoteɾapje	balneotʁapi	balneoterapia	balneoteɾapja	bɑlniuteɾɐpiɐ	balnɛɔtʰɛrapɪam
balsam	bom	balsamo	balsamo	baʊsɐmʊ	balsamʊm
barbə	baʁb	barba	baɾβa	baɾəbɐ	barbam
barbar	baʁbaʁ	barbaro	baɾβaɾo	baɾəbɐɾʊ	barbarʊm
barbaɾje	babaʁi	barbarie	baɾβaɾje	bɐɾəbaɾjɨ	barbarɪam
bəʃikə	vɛsi	veʃika	bexiɣa	beʃiɡɐ	weːsiːkam
bate	batʁ	battere	batiɾ	bɐteɹ	battʊeːrɛ
bətaje	bataj	battaʎa	bataʎa	bɐtaʎɐ	battʊaːlɪam
bea	bwaʁ	bere	beβeɾ	bɨbeɹ	bɪbeːrɛ
beatifika	beatifje	beatifikare	beatifikaɾ	biɐtifikaɹ	bɛaːtɪfɪkaːrɛ
belikos	bɛlikø	bellikozo	belikoso	belikozʊ	bɛllɪkoːsʊm
belidʒeɾant	bɛliʒeʁɑ̃	bellidʒerante	belixeɾante	beliʒɨɾɐ̃ŋtɨ	bɛllɪɡɛrantɛm
benefitʃjar	benefisjɛʁ	benefitʃario	benefiθjaɾjo	benɨfisiaɾjʊ	bɛnɛfɪkɪaːrɪʊm
bibljotekə	bibliotɛk	bibliotɛka	biβlioteka	bibliutɛkɐ	bɪblɪɔtʰeːkam
bitʃeps	bisɛp	bitʃipite	biθeps	bisɨpʃ	bɪkɛps
bjenal	bjɛnal	bjennale	bjenal	biɨnɑl	bɪɛnnaːlɛm
biɡam	biɡam	biɡamo	biɣamo	biɡɐmʊ	bɪɡamʊm
biliŋɡv	bilɛ̃ɡ	biliŋɡwe	biliŋɡue	biliŋɡuɨ	bɪlɪŋɡwɛm
biljos	biljø	biliozo	biljoso	biliozʊ	biːlɪoːsʊm
bine	bjɛ̃	bɛne	bjen	beɪŋ	bɛnɛ
binefəkətor	bjɛ̃fɛtœʁ	benefattore	benefaktoɾ	beɪŋfeɪtoɹ	bɛnɛfaktoːrɛm
bipartitsje	bipaʁtisjɔ̃	bipartitsione	bipaɾtiθjon	bipɐɾətisɐ̃ʊ̃	bɪpartɪtɪoːnɛm
bitum	bitym	bitume	betun	betumɨ	bɪtuːmɛn
bituminos	bityminø	bituminozo	bituminoso	betuminozʊ	bɪtuːmɪnoːsʊm
bizantin	bizɑ̃tɛ̃	bidzantino	biθantino	bizɐ̃ŋtinʊ	byzantiːnʊm
bizon	bizɔ̃	bizonte	bisonte	bizɐ̃ʊ̃	bɪsoːntɛm
blasfemja	blasfɛm	blasfemia	blasfemja	blɐʃfemjɐ	blaspʰeːmɪam
bow	bœf	bɔve	bweɪ	boɪ	bɔwɛm
boɾaks	boʁaks	boratʃe	boɾaks	bɔɾɐks	bɔrakɛm
boɾeal	boʁeal	boreale	boɾeal	buɾiɑl	bɔrɛaːlɛm
boteza	batize	battedzzare	bapptiθaɾ	bɐtizaɹ	baptiːzzaːrɛ
bovin	bovɛ̃	bovino	boβino	buvinʊ	bɔwiːnʊm
brahjal	bʁaʃjal	brakjale	bɾakjal	bɹɐkiɑl	brakkʰɪaːlɛm
brats	bʁa	bratʃʃo	bɾaθo	bɹasʊ	brakʰɪʊm
brut	bʁyt	brutto	bɾuto	bɹutʊ	bruːtʊm
brutal	bʁytal	brutale	bɾutal	bɹutɑl	bruːtaːlɛm
bukə	buʃ	bokka	boka	bokɐ	bʊkkam
bukolik	bykolik	bukɔliko	bukoliko	bukɔlikʊ	buːkɔlɪkʊm
buf	bufɔ̃	buffone	bufon	bufɔn	buːfoːnɛm
bulb	bylb	bulbo	bulβo	buwbʊ	bʊlbʊm
bun	bɔ̃	buɔno	bweno	boŋ	bɔnʊm
bunətate	bɔ̃te	bonta	bondad	buŋdadɨ	bɔnɪtaːtɛm
buɾik	nɔ̃bʁil	ombeliko	ombliɣo	ũmbiɡʊ	ʊmbɪliːkʊm
busolə	busɔl	bussola	bɾuxula	busulɐ	bʊksʊlam
bust	byst	busto	busto	buʃtʊ	buːstʊm
kabalinə	ʃəvalɛ̃	kavallino	kaβaʎiɲo	kɐvɐliɲʊ	kaballiːnʊm
kal	ʃəval	kavallo	kaβaʎo	kɐvalʊ	kaballʊm
kəka	ʃje	kakare	kaɣaɾ	kɐɡaɹ	kakaːrɛ
kədea	ʃwaʁ	kadere	kaeɾ	kɐiɹ	kadeːrɛ
kadrilater	kwadʁilatɛʁ	kwadrilatero	kwaðɾilateɾo	kwɐdɹilatɨɾʊ	kwadrɪlaːtɛrʊm
kadutʃew	kadyse	kadutʃeo	kaðuθeo	kɐduseʊ	kaːduːkɛʊm
kəlaɾe	ʃəvalje	kavaʎɛre	kaβaʎeɾo	kɐvɐleɪɾʊ	kaballaːrɛm
kəlka	kalke	kalkare	kalkaɾ	kɑlkaɹ	kalkaːrɛ
kalkula	kalkyle	kalkolare	kalkulaɾ	kɑlkulaɹ	kalkʊlaːrɛ
kald	ʃo	kaldo	kalðo	kɑldʊ	kalɪdʊm
kəldaɾe	ʃodjɛʁ	kaldaia	kalðeɾa	kɑldeɪɾɐ	kaldaːrɪam
kalendar	kalɑ̃dɛʁ	kalendario	kalendaɾjo	kɐleɪŋdaɾjʊ	kalɛndaːrɪʊm
kalomnja	kalɔmnje	kalunnjare	kalumnjaɾ	kɐluniɐɹ	kalʊmnɪaːriː
kaloɾifik	kaloʁifik	kalorifiko	kaloɾifiko	kɐluɾifikʊ	kaloːrɪfɪkʊm
kalos	kalø	kallozo	kaʎoso	kɐlozʊ	kalloːsʊm
kalvitsje	kalviti	kalvitsje	kalβiθje	kɑlvisjɨ	kalwɪtɪɛm
kəmaʃə	ʃəmiz	kamitʃa	kamisa	kɐmizɐ	kamɪsɪam
kamfor	kɑ̃fʁ	kanfora	alkamfoɾ	kɐ̃ŋfuɾɐ	kampʰɔram
kəmilə	ʃamo	kammɛllo	kameʎo	kɐmelʊ	kameːlʊm
kɨmp	ʃɑ̃	kampo	kampo	kɐ̃mpʊ	kampʊm
kampanə	kɑ̃pan	kampana	kampaɲa	kɐ̃mpɐ̃ɲɐ	kampanam
kanal	kanal	kanale	kanal	kɐ̃nɑl	kanaːlɛm
kandidat	kɑ̃dida	kandidato	kandiðato	kɐ̃ŋdidatʊ	kandɪdaːtʊm
kaŋɡrenə	ɡɑ̃ɡʁɛn	kankrɛna	ɡaŋɡɾena	ɡɐ̃ŋɡɹenɐ	ɡaŋɡraɪnam
kanonik	kanonik	kanɔniko	kanoniko	kɐnonikʊ	kanɔnɪkʊm
kanoniza	kanonize	kanonidzzare	kanoniθaɾ	kɐnunizaɹ	kanoːnɪzzaːrɛ
kantabil	ʃɑ̃tabl	kantabile	kantaβile	kɐ̃ŋtavɛl	kantaːbɪlɛm
kantilenə	kɑ̃tilɛn	kantilɛna	kantilena	kɐ̃ŋtilenɐ	kantɪleːnam
kantitate	kwɑ̃tite	kwantita	kantiðad	kwɐ̃ŋtidadɨ	kwantɪtaːtɛm
kanulə	kanyl	kannula	kanula	kɐ̃nulɐ	kannʊlam
kap	ʃɛf	kapo	kaβeθa	kabʊ	kapʊt
kapə	kap	kappa	kapa	kapɐ	kappam
kəpəstru	ʃəvɛtʁ	kapɛstro	kaβestɾo	kɐbɹeʃtʊ	kapɪstrʊm
kapilar	kapijɛʁ	kapillare	kapilaɾ	kɐpilaɹ	kapɪllaːrɛm
kapital	kapital	kapitale	kapital	kɐpitɑl	kapɪtaːlɛm
kaprə	ʃɛvʁ	kapra	kaβɾa	kabɹɐ	kapram
kəprar	ʃəvʁie	kapraio	kaβɾeɾo	kɐbɹeɪɾʊ	kapraːrɪʊm
kəprəɾeatsə	ʃɛvʁəʁi	kapraretʃʃa	kaβɾeɾiθa	kɐbɹɨɾizɐ	kaprarɪkɪam
kapsulə	kapsyl	kapsula	kapsula	kapsulɐ	kapsʊlam
kar	kaʁ	karro	karo	kaʁʊ	karrʊm
kəɾa	ʃaʁje	karredʒʒare	akareaɾ	kɐʁiaɹ	karraːrɛ
kaɾat	kaʁa	kaɾato	kilate	kilatɨ	kwaraːtʊm
kərbunar	ʃaʁbɔnje	karbonaio	kaɾβoneɾo	kɐɾəvueɪɾʊ	karboːnaːrɪʊm
kərbune	ʃaʁbɔ̃	karbone	kaɾβon	kɐɾəvɐ̃ʊ̃	karboːnɛm
kardinal	kaʁdinal	kardinale	kaɾðinal	kɐɾədiɑl	kardɪnaːlɛm
kaɾe	kɛl	kwale	kwal	kwɑl	kwaːlɛm
kaɾje	kaʁi	karie	kaɾjes	kaɾjɨ	karɪɛm
kaɾitate	ʃaʁite	karita	kaɾiðad	kɐɾidadɨ	kaːrɪtaːtɛm
