ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
emoțiune	émotion	emozione	emoción	emoção	emotionem
empiric	empirique	empirico	empírico	empírico	empiricum
emulație	émulation	emulazione	emulación	emulação	aemulationem
emulațiune	émulation	emulazione	emulación	emulação	aemulationem
emulsie	émulsion	emulsione	emulsión	emulsão	emulsionem
cerneală	encre	inchiostro	encausto	encausto	encaustum
energie	énergie	energia	energía	energia	energiam
energumen	énergumène	energumeno	energúmeno	energumen	energumenum
enigmă	énigme	enigma	enigma	enigma	aenigma
enigmatic	énigmatique	enigmatico	enigmático	enigmático	aenigmaticum
enorm	énorme	enorme	enorme	enorme	enormem
enormitate	énormité	enormità	enormidad	enormidade	enormitatem
entitate	entité	entità	entidad	entidade	entitatem
enucleare	énucléer	enucleare	enucleare	enucleare	enucleare
enumera	énumérer	enumerare	enumerar	enumerar	enumerare
enumerație	énumération	enumerazione	enumeración	enumeração	enumerationem
enunța	énoncer	enunziare	enunciar	enunciar	enuntiare
epic	épique	epico	épico	épico	epicum
epidermă	épiderme	epidermide	epidermis	epiderme	epidermidem
epigramă	épigramme	epigramma	epigrama	epigrama	epigramma
epilepsie	épilepsie	epilessia	epilepsia	epilepsia	epilepsiam
epileptic	épileptique	epilettico	epiléptico	epiléptico	epilepticum
epilog	épilogue	epilogo	epílogo	epílogo	epilogum
episcop	évêque	vescovo	obispo	bispo	episcopum
episcopal	épiscopal	episcopale	episcopal	episcopal	episcopalem
episcopat	épiscopat	episcopato	episcopado	episcopado	episcopatum
epitaf	épitaphe	epitaffio	epitafio	epitáfio	epitaphium
epitalam	épithalame	epitalamio	epitalamio	epitalâmio	epithalamium
epitet	épithète	epiteto	epíteto	epíteto	epitheton
epitomă	épitome	epitome	epítome	epítome	epitomen
eradica	éradiquer	eradicare	erradicar	erradicar	eradicare
erecție	érection	erezione	erección	ereção	erectionem
ereditar	héréditaire	ereditario	hereditario	hereditário	hereditarium
erizipel	érysipèle	erisipela	erisipela	erisipela	erysipelas
eroic	héroïque	eroico	heroico	heróico	heroicum
erou	héros	eroe	héroe	herói	heros
eroziune	érosion	erosione	erosión	erosão	erosionem
erupție	éruption	eruzione	erupción	erupção	eruptionem
esență	essence	essenza	esencia	essência	essentiam
esențial	essentiel	essenziale	esencial	essencial	essentialem
estimat	estimer	estimare	estimar	estimar	aestimare
estru	oestre	estro	estro	estro	oestrum
estuar	estuaire	estuario	estuario	estuário	aestuarium
etern	éterne	eterno	eterno	eterno	aeternum
eternitate	éternité	eternità	eternidad	eternidade	aeternitatem
eteroclit	hétéroclite	eteroclito	heteróclito	heteróclito	heteroclitum
etimologie	étymologie	etimologia	etimología	etimologia	etymologiam
eufonie	euphonie	eufonia	eufonía	eufonia	euphoniam
eunuc	eunuque	eunuco	eunuco	eunuco	eunuchum
euritmie	eurythmie	euritmia	euritmia	euritmia	eurhythmiam
evacua	évacuer	evacuare	evacuar	evacuar	evacuare
evangheliza	évangéliser	evangelizzare	evangelizar	evangelizar	evangelizare
evapora	évaporer	evaporare	evaporar	evaporar	evaporare
evaziune	évasion	evasione	evasión	evasão	evasionem
eversiune	éversion	eversione	eversión	eversão	eversionem
evident	évident	evidente	evidente	evidente	evidentem
evidență	évidence	evidenza	evidencia	evidência	evidentiam
evita	éviter	evitare	evitar	evitar	evitare
evitabil	évitable	evitabile	evitable	evitável	evitabilem
evoca	évoquer	evocare	evocar	evocar	evocare
exacerba	exacerber	esacerbare	exacerbar	exacerbar	exacerbare
exagera	exagérer	esagerare	exagerar	exagerar	exaggerare
exaltație	exaltation	esaltazione	exaltación	exaltação	exaltationem
exaltațiune	exaltation	esaltazione	exaltación	exaltação	exaltationem
examen	essaim	esame	examen	eixame	examen
examinator	examinateur	esaminatore	examinador	examinador	examinatorem
exaspera	exaspérer	esasperare	exasperar	exasperar	exasperare
excava	excaver	scavare	excavar	escavar	excavare
excelent	excelent	eccellente	excelente	excelente	excellentem
excepție	exception	eccezione	excepción	exceção	exceptionem
exces	excès	eccesso	exceso	excesso	excessum
excita	exciter	eccitare	excitar	excitar	excitare
excitabil	excitable	eccitabile	excitable	excitável	excitabilem
excitație	excitation	eccitazione	excitación	excitação	excitationem
excitațiune	excitation	eccitazione	excitación	excitação	excitationem
exclama	exclamer	esclamare	exclamar	exclamar	exclamare
exclamație	exclamation	esclamazione	exclamación	exclamação	exclamationem
exclamațiune	exclamation	esclamazione	exclamación	exclamação	exclamationem
exclude	exclure	escludere	excluir	excluir	excludere
excluziune	exclusion	esclusione	exclusión	exclusão	exclusionem
excomunica	excommunier	scomunicare	excomulgar	excomungado	excommunicare
excreție	excrétion	escrezione	excreción	excreção	excretionem
execrabil	exécrable	esecrabile	execrable	execrável	exsecrabilem
exedră	exedre	esedra	exedra	exedra	exedram
exemplu	exemple	esempio	ejemplo	exemplo	exemplum
exhaustiv	exhaustif	esaustivo	exhaustivo	exaustivo	exhaustivum
exil	exil	esilio	exilio	exílio	exilium
exod	exode	esodo	éxodo	êxodo	exodum
exorcism	exorcisme	esorcismo	exorcismo	exorcismo	exorcismum
exorcist	exorciste	esorcista	exorcista	exorcista	exorcistam
exordiu	exorde	esordio	exordio	exórdio	exordium
expansiune	expansion	espansione	expansión	expansão	expansionem
expediție	expédition	spedizione	expedición	expedição	expeditionem
experiență	expérience	esperienza	experiencia	experiência	experientiam
expia	expier	espiare	expiar	expiar	expiare
expiație	expiation	espiazione	expiación	expiação	expiationem
expiațiune	expiation	espiazione	expiación	expiação	expiationem
expiator	expiatoire	espiatorio	expiatorio	expiatório	expiatorium
explica	expliquer	spiegare	explicar	explicar	explicare
explora	explorer	esplorare	explorar	explorar	explorare
explozie	explosion	esplosione	explosión	explosão	explosionem
exporta	exporter	esportare	exportar	exportar	exportare
expoziție	exposition	esposizione	exposición	exposição	expositionem
expozițiune	exposition	esposizione	exposición	exposição	expositionem
expres	express	espresso	expreso	expresso	expressum
expresie	expression	espressione	expresión	expressão	expressionem
expulsie	expulsion	espulsione	expulsión	expulsão	expulsionem
extensiune	extension	estensione	extensión	extensão	extensionem
extermina	exterminer	sterminare	exterminar	exterminar	exterminare
extern	externe	esterno	externo	externo	externum
extincție	extinction	estinzione	extinción	extinção	exstinctionem
extorsiune	extorsion	estorsione	extorsión	extorsão	extorsionem
extracție	extraction	estrazione	extracción	extração	extractionem
extrage	extraire	estrarre	extraer	extrair	extrahere
extract	extrait	estratto	extracto	extrato	extractum
exuberanță	exubérance	esuberanza	exuberancia	exuberância	exuberantiam
fabrică	fabrique	fabbrica	fábrica	fábrica	fabricam
fabulă	fable	favola	habla	fala	fabulam
face	faire	fare	hacer	fazer	facere
facil	facile	facile	fácil	fácil	facilem
facțiune	faction	fazione	facción	facção	factionem
făptură	faiture	fattura	hechure	fatura	facturam
fag	fouet	faggio	haya	faia	fagum
făină	farine	farina	harina	farinha	farinam
părângă	planche	paranco	plancha	prancha	phalangam
falcă	faux	falce	hoz	fouce	falcem
fals	faux	falso	falso	falso	falsum
falsitate	fausseté	falsità	falsedad	falsidade	falsitatem
familiar	familier	familiare	familiar	familiar	familiarem
familiaritate	familiarité	familiarità	familiaridad	familiaridade	familiaritatem
familie	famille	famiglia	familia	família	familiam
fanatic	fanatique	fanatico	fanático	fanático	fanaticum
fantasmă	fantasme	fantasma	fantasma	fantasma	phantasma
fantastic	fantastique	fantastico	fantástico	fantástico	phantasticum
fapt	fait	fatto	hecho	feito	factum
far	phare	faro	faro	farol	pharus
fără	hors	fuori	fuera	fora	foras
farmacie	pharmacie	farmacia	farmacia	farmácia	pharmaciam
fasciculă	fascicule	fascicolo	fascículo	fascículo	fasciculum
fascinație	fascination	fascinazione	fascinación	fascinação	fascinationem
fascinațiune	fascination	fascinazione	fascinación	fascinação	fascinationem
făt	faon	feto	feto	feto	fetum
fatal	fatal	fatale	fatal	fatal	fatalem
fazan	faisan	fagiano	faisán	faisão	phasianum
febră	fièvre	febbre	fiebre	febre	febrem
febril	fébrile	febbrile	febril	febril	febrilem
feculă	fécule	fecola	fécula	fécula	faeculam
fecunditate	fécondité	fecondità	fecundidad	fecundidade	fecunditatem
federal	fédéral	federale	federal	federal	foederalem
federație	fédération	federazione	federación	federação	foederationem
felin	félin	felino	felino	felino	felinum
fenomen	phénomène	fenomeno	fenómeno	fenómeno	phaenomenon
fier	fer	ferro	hierro	ferro	ferrum
fermenta	fermenter	fermentare	fermentar	fermentar	fermentare
feroce	feroce	feroce	feroz	feroz	ferocem
ferocitate	férocité	ferocità	ferocidad	ferocidade	ferocitatem
fertil	fertile	fertile	fértil	fértil	fertilem
feci	fèces	feci	hez	fez	faecem
festin	fête	festa	fiesta	festa	festam
festival	festival	festival	festival	festival	festivalem
față	face	faccia	faz	face	faciam
fetid	fétide	fetido	fétido	fétido	foetidum
fetiș	fétiche	feticcio	hechizo	feitiço	facticium
fibră	fibre	fibra	hebra	febra	fibram
ficat	foie	fegato	hígado	fígado	ficatum
fiduciar	fiduciaire	fiduciario	fiduciario	fiduciário	fiduciarium
fie	fille	figlia	hija	filha	filiam
fiere	fiel	fiele	hiel	fel	fel
figurație	figuration	figurazione	figuración	figuração	figurationem
fiu	fils	figlio	hijo	filho	filium
filiație	filiation	filiazione	filiación	filiação	filiationem
filiațiune	filiation	filiazione	filiación	filiação	filiationem
filosoafă	philosophe	filosofo	filósofo	filósofo	philosophum
filozofa	philosopher	filosofare	filosofar	filosofar	philosophari
filozofic	philosophique	filosofico	filosófico	filosófico	philosophicum
final	final	finale	final	final	finalem
fine	finir	finire	finir	fenecer	finire
fir	fil	filo	hilo	fio	filum
firmament	firmament	firmamento	firmamento	firmamento	firmamentum
fiscal	fiscal	fiscale	fiscal	fiscal	fiscalem
fistic	pistache	pistacchio	pistacho	pistache	pistacium
fistulă	fistule	fistola	fístula	fístula	fistulam
fistulos	fistuleux	fistoloso	fistuloso	fistuloso	fistulosum
fizică	physique	fisica	física	física	physicam
flacără	flamme	fiaccola	hacha	facha	faculam
flagela	flageller	flagellare	flagelar	flagelar	flagellare
flagrant	flagrant	flagrante	flagrante	flagrante	flagrantem
flexibil	flexible	flessibile	flexible	flexível	flexibilem
floc	floc	fiocco	flueco	floco	floccum
floare	fleur	fiore	flor	flor	florem
fluctua	fluctuer	fluttuare	fluctuar	flutuar	fluctuare
fluctuație	fluctuation	fluttuazione	fluctuación	flutuação	fluctuationem
fluctuațiune	fluctuation	fluttuazione	fluctuación	flutuação	fluctuationem
fluid	fluide	fluido	fluido	fluido	fluidum
fluor	fluor	fluoro	flúor	flúor	fluorem
flux	flux	flusso	flujo	fluxo	fluxum
foaie	feuille	foglia	hoja	folha	foliam
foale	fou	folle	fuelle	fole	follem
foame	faim	fame	hambre	fome	famem
foc	feu	fuoco	fuego	fogo	focum
foramen	foramen	forame	foramen	forame	foramen
formal	formel	formale	formal	formal	formalem
forma	former	formare	formar	formar	formare
formație	formation	formazione	formación	formação	formationem
formidabil	formidable	formidabile	formidable	formidável	formidabilem
formulă	formule	formula	fórmula	fórmula	formulam
fornicație	fornication	fornicazione	fornicación	fornicação	fornicationem
fortificație	fortification	fortificazione	fortificación	fortificação	fortificationem
fortuit	fortuit	fortuito	fortuito	fortuito	fortuitum
fosfor	phosphore	fosforo	fósforo	fósforo	phosphorum
fosil	fossile	fossile	fósil	fóssil	fossilem
fracție	fraction	frazione	fracción	fração	fractionem
fractură	fracture	frattura	fractura	fraturar	fracturam
fragă	fraise	fragola	fragaria	fragaria	fragum
fragil	fragile	fragile	frágil	frágil	fragilem
fragilitate	fragilité	fragilità	fragilidad	fragilidade	fragilitatem
fragment	fragment	frammento	fragmento	fragmento	fragmentum
frânghie	frange	frangia	fimbria	franja	fimbriam
frăsinet	frênaie	frassineto	fresneda	freixo	fraxinetum
frate	frere	frate	fray	fraire	fratrem
fratricid	fratricide	fratricidio	fratricidio	fratricidio	fratricidium
fraudă	fraude	frode	fraude	fraude	fraudem
frază	phrase	frase	frase	frase	phrasem
freca	frayer	fregare	fregar	fregar	fricare
frecvență	fréquence	frequenza	frecuencia	freqüência	frequentiam
friabil	friable	friabile	friable	friável	friabilem
frige	frire	friggere	freír	frigir	frigere
frână	frein	freno	freno	freio	frenum
frivol	frivole	frivolo	frívolo	frívolo	frivolum
frontispiciu	frontispice	frontespizio	frontispicio	frontispício	frontispicium
fructificație	fructification	fruttificazione	fructificación	frutificação	fructificationem
frugal	frugal	frugale	frugal	frugal	frugalem
frugalitate	frugalité	frugalità	frugalidad	frugalidade	frugalitatem
frunte	front	fronte	frente	fronte	frontem
frupt	fruit	frutto	frucho	fruto	fructum
fugi	fuir	fuggire	huir	fugir	fugere
fugă	fugue	fuga	fuga	fuga	fugam
fugitiv	fugitif	fuggitivo	fugitivo	fugitivo	fugitivum
fum	fumée	fumo	humo	fumo	fumum
fuma	fumer	fumare	fumar	fumar	fumare
fumigație	fumigation	fumigazione	fumigación	fumigação	fumigationem
fumigațiune	fumigation	fumigazione	fumigación	fumigação	fumigationem
funcție	fonction	funzione	función	função	functionem
funcțiune	fonction	funzione	función	função	functionem
funda	afonder	affondare	ahondar	afundar	affundare
funerar	funéraille	funerale	funeral	funeral	funeralem
fungă	fongus	fungo	hongo	fungo	fungum
furcă	fourche	forca	horca	forca	furcam
furn	four	forno	horno	forno	furnum
furnică	fourmi	formica	fourniga	formiga	formicam
fus	fuse	fuso	huso	fuso	fusum
fute	foutre	fottere	joder	foder	futuere
futil	futile	futile	fútil	fútil	futilem
fuziune	fusion	fusione	fusión	fusão	fusionem
găină	géline	gallina	gallina	gallinha	gallinam
galban	galbanum	galbano	gálbano	gálbano	galbanum
galican	gallican	gallicano	galicano	galicano	gallicanum
geamăn	gémeo	gemino	gémino	gémeo	geminum
gelatină	gélatine	gelatina	gelatina	gelatina	gelatinam
geme	geindre	gemere	gemir	gemer	gemere
genealogie	généalogie	genealogia	genealogía	genealogia	genealogiam
genera	générer	generare	generar	gerar	generare
general	générale	generale	general	geral	generalem
generalitate	généralité	generalità	generalidad	generalidade	generalitatem
generație	génération	generazione	generación	geração	generationem
generațiune	génération	generazione	generación	geração	generationem
generator	générateur	generatore	generador	gerador	generatorem
generos	généreux	generoso	generoso	generoso	generosum
generozitate	générosité	generosità	generosidad	generosidade	generositatem
genital	génital	genitale	genital	genital	genitalem
genitor	géniteur	genitore	genitor	genitor	genitorem
geniu	génie	genio	genio	gênio	genium
genuchi	genou	ginocchio	hinojo	joelho	geniculum
genuflexiune	génuflexion	genuflessione	genuflexión	genuflexion	genuflexionem
germina	germer	germinare	germinar	germinar	germinare
germinație	germination	germinazione	germinación	germinação	germinationem
gest	geste	gesto	gesto	gesto	gestum
gestație	gestation	gestazione	gestación	gestação	gestationem
gestațiune	gestation	gestazione	gestación	gestação	gestationem
ghimber	gingembre	zénzero	gengibre	gengibre	zingiber
ghindă	gland	ghianda	glande	glande	glandulam
gigant	géant	gigante	gigante	gigante	gigantem
gimnastică	gymnastique	ginnastica	gimnástica	ginástica	gymnasticam
ginere	gendre	genero	yerno	genro	generum
gingie	gencive	gengiva	encía	gengiva	gingivam
glabru	glabre	glabro	glabro	glabro	glabrum
glacial	glacial	glaciale	glacial	glacial	glacialem
gladiator	gladiateur	gladiatore	gladiador	gladiador	gladiatorem
glaucom	glaucome	glaucoma	glaucoma	glaucoma	glaucoma
glob	globe	globo	globo	globo	globum
globul	globule	globulo	glóbulo	glóbulo	globulum
gloria	gloire	gloria	gloria	glória	gloriam
glorifica	glorifier	glorificare	glorificar	glorificar	glorificare
glorios	glorieux	glorioso	glorioso	glorioso	gloriosum
glosar	glossaire	glossario	glosario	glossário	glossarium
glutinos	glutineux	glutinoso	glutinoso	glutinoso	glutinosum
gnomon	gnomon	gnomone	gnomon	gnomon	gnomon
gradație	gradation	gradazione	gradación	gradação	gradationem
grafic	graphique	grafico	gráfico	gráfico	graphicum
gramatic	grammatique	grammatico	gramático	gramático	grammaticum
gramatică	grammaire	grammatica	gramática	gramática	grammaticam
granulă	granule	granulo	gránulo	grânulo	granulum
gras	gras	grasso	graso	graxo	crassum
grație	grace	grazia	gracia	graça	gratiam
gratifica	gratifier	gratificare	gratificar	gratificar	gratificare
gratificație	gratification	gratificazione	gratificación	gratificação	gratificationem
gratis	gratis	gratis	gratis	grátis	gratis
grav	grave	grave	grave	grave	gravem
gravidă	gravide	gravida	grávido	grávida	gravidam
gravita	graviter	gravitare	gravitar	gravitar	gravitare
gravitate	gravité	gravità	gravedad	gravidade	gravitatem
greac	grec	greco	griego	grego	graecum
gregar	grégaire	gregario	gregario	gregário	gregarium
gros	grosse	grosso	grueso	grosso	grossum
grui	grue	gru	grúa	grua	gruem
gumă	gomme	gomma	goma	goma	gummam
gusta	goûter	gustare	gustar	gostar	gustare
gută	goutte	goccia	gota	gota	guttam
guverna	gouverner	governare	gobernar	governar	gubernare
hagiograf	hagiographe	agiografo	hagiógrafo	hagiógrafo	hagiographum
hermină	hermine	ermellino	armiño	arminho	armenius
hernie	hernie	ernia	hernia	hérnia	herniam
herpes	herpès	erpes	herpes	herpes	herpes
hiacint	hyacinthe	giacinto	jacinto	jacinto	hyacinthum
hiat	hiatus	iato	hiato	hiato	hiatum
hidraulic	hydraulique	idraulico	hidráulico	hidráulico	hydraulicum
hidromel	hydromel	idromele	hidromiel	hydromel	hydromeli
hieratic	hiératique	ieratico	hierático	hierático	hieraticum
himeră	chimère	chimera	quimera	quimera	chimaeram
hipodrom	hippodrome	ippodromo	hipódromo	hipódromo	hippodromos
hipostază	hypostase	ipostasi	hipóstasis	hipóstase	hypostasis
iambic	iambique	giambico	yámbico	iâmbico	iambicum
iarbă	herbe	erba	hierba	erva	herbam
iarnă	hiver	inverno	invierno	inverno	hibernum
lua	lever	levare	llevar	levar	levare
ideal	idéal	ideale	ideal	ideal	idealem
idee	idée	idea	idea	idéia	ideam
identitate	identité	identità	identidad	identidade	identitatem
idilă	idylle	idillio	idilio	idílio	idyllium
idiom	idiome	idioma	idioma	idioma	idioma
idiot	idiot	idiota	idiota	idiota	idiotam
idol	idole	idolo	ídolo	idolo	idolum
idolatrie	idolâtrie	idolatria	idolatría	idolatria	idolatriam
iederă	ierre	edera	hiedra	hera	hederam
iepure	lièvre	lepre	liebre	lebre	leporem
eu	je	io	yo	eu	ego
ignoranță	ignorance	ignoranza	ignorancia	ignorância	ignorantiam
ilaritate	hilarité	ilarità	hilaridad	hilaridade	hilaritatem
ilegitim	illégitime	illegitimo	ilegítimo	ilegítimo	illegitimum
ilicit	illicite	illecito	ilícito	ilícito	illicitum
ilumina	illuminer	illuminare	iluminar	iluminar	illuminare
iluminație	illumination	illuminazione	iluminación	iluminação	illuminationem
ilustra	illustrer	illustrare	ilustrar	ilustrar	illustrare
iluzoriu	illusoire	ilusorio	ilusorio	ilusório	illusorium
imaginar	imaginaire	immaginario	imaginario	imaginário	imaginarium
imagina	imaginer	immaginare	imaginar	imaginar	imaginari
imaginație	imagination	immaginazione	imaginación	imaginação	imaginationem
imaginațiune	imagination	immaginazione	imaginación	imaginação	imaginationem
imanent	immanent	immanente	inmanente	imanente	immanentem
imaterial	immatériel	immateriale	inmaterial	imaterial	immaterialem
îmbuca	emboucher	imboccare	embocar	embocar	imbuccare
imersiune	immersion	immersione	inmersión	imersão	immersionem
imigra	immigrer	immigrare	inmigrar	imigrar	immigrare
iminent	imminent	imminente	inminente	iminente	imminentem
iminență	imminence	imminenza	inminencia	iminência	imminentiam
imita	imiter	imitare	imitar	imitar	imitari
imitabil	imitable	imitabile	imitable	imitável	imitabilem
imitație	imitation	imitazione	imitación	imitação	imitationem
imitativ	imitatif	imitativo	imitativo	imitativo	imitativum
imobil	immeuble	immobile	inmóvil	imóvel	immobilem
imobilitate	immobilité	immobilità	inmovilidad	imobilidade	immobilitatem
imortal	immortel	immortale	inmortal	imortal	immortalem
imortalitate	immortalité	immortalità	inmortalidad	imortalidade	immortalitatem
impacient	impatient	impaziente	impaciente	impaciente	impatientem
împărat	empereur	imperatore	emperador	imperador	imperatorem
impasibil	impassible	impassibile	impasible	impassível	impassibilem
impasibilitate	impassibilité	impassibilità	impasibilidad	impassibilidade	impassibilitatem
impecabil	impeccable	impeccabile	impecable	impecável	impeccabilem
impenetrabil	impénétrable	impenetrabile	impenetrable	impenetrável	impenetrabilem
imperativ	impératif	imperativo	imperativo	imperativo	imperativum
imperfect	imparfait	imperfetto	imperfecto	imperfeito	imperfectum
imperfecțiune	imperfection	imperfezione	imperfección	imperfeição	imperfectionem
impersonal	impersonnel	impersonale	impersonal	impessoal	impersonalem
imperturbabil	imperturbable	imperturbabile	imperturbable	imperturbável	imperturbabilem
împiedica	empêcher	impedicare	empachar	empachar	impedicare
impietate	impiété	empietà	impiedad	impiedade	impietatem
implacabil	implacable	implacabile	implacable	implacável	implacabilem
implicație	implication	implicazione	implicación	implicação	implicationem
implicit	implicite	implicito	implícito	implícito	implicitum
importa	importer	importare	importar	importar	importare
imposibil	impossible	impossibile	imposible	impossível	impossibilem
imposibilitate	impossibilité	impossibilità	imposibilidad	impossibilidade	impossibilitatem
impostoare	imposteur	impostore	impostor	impostor	impostorem
impostură	imposture	impostura	impostura	impostura	imposturam
impotent	impotent	impotente	impotente	impotente	impotentem
impotență	impotence	impotenza	impotencia	impotência	impotentiam
impozit	impôt	imposto	impuesto	imposto	impositum
imprecație	imprécation	imprecazione	imprecación	imprecação	imprecationem
impresie	impression	impressione	impresión	impressão	impressionem
impresiune	impression	impressione	impresión	impressão	impressionem
imprima	imprimer	imprimere	imprimir	imprimir	imprimere
imprudent	imprudent	imprudente	imprudente	imprudente	imprudentem
imprudență	imprudence	imprudenza	imprudencia	imprudência	imprudentiam
impune	imposer	imporre	imponer	impor	imponere
punge	poindre	pungere	pungir	pungir	pungere
impunitate	impunité	impunità	impunidad	impunidade	impunitatem
impur	impur	impuro	impuro	impuro	impurum
impuritate	impureté	impurità	impureza	impureza	impuritatem
imputa	imputer	imputare	imputar	imputar	imputare
imputație	imputation	imputazione	imputación	imputação	imputationem
imund	immonde	immondo	inmundo	imundo	immundum
imunitate	immunité	immunità	inmunidad	imunidade	immunitatem
imutabilitate	immutabilité	immutabilità	inmutabilidad	imutabilidade	immutabilitatem
în	en	in	en	em	in
in	lin	lino	lino	linho	linum
inaccesibil	inaccessible	inaccessibile	inaccesible	inacessível	inaccessibilem
înalt	haut	alto	alto	alto	altum
inamic	ennemi	nemico	enemigo	inimigo	inimicum
inaugura	inaugurer	inaugurare	inaugurar	inaugurar	inaugurare
încăleca	chevaucher	cavalcare	cabalgar	cavalgar	caballicare
încălțăminte	chaussement	calzamento	calzamiento	calçamento	calceamentum
încălța	chausser	calzare	calzar	calçar	calceare
încărca	charger	carricare	cargar	carregar	carricare
incest	inceste	incesto	incesto	incesto	incestum
incestuos	incestueux	incestuoso	incestuoso	incestuoso	incestuosum
inchiziție	inquisition	inquisizione	inquisición	inquisição	inquisitionem
inchizitor	inquisiteur	inquisitore	inquisidor	inquisidor	inquisitorem
incident	incident	incidente	incidente	incidente	incidentem
cinge	ceindre	cingere	ceñir	cingir	cingere
incita	inciter	incitare	incitar	incitar	incitare
încinge	enceindre	incingere	incinger	incinger	incingere
încinge	incendier	incedere	encender	encender	incedere
incizie	incision	incisione	incisión	incisão	incisionem
înclina	incliner	inclinare	inclinar	inclinar	inclinare
înclinație	inclination	inclinazione	inclinación	inclinação	inclinationem
incluziune	inclusion	inclusione	inclusión	inclusão	inclusionem
incolor	incolore	incolore	incolor	incolor	incolorem
incongruent	incongruent	incongruente	incongruente	incongruente	incongruentem
incongruență	incongruence	incongruenza	incongruencia	incongruência	incongruentiam
inconstanță	inconstance	incostanza	inconstancia	inconstância	inconstantiam
incontinență	incontinence	incontinenza	incontinencia	incontinência	incontinentiam
incoruptibil	incorruptible	incorruttibile	incorruptible	incorruptível	incorruptibilem
incoruptibilitate	incorruptibilité	incorruttibilità	incorruptibilidad	incorruptibilidade	incorruptibilitatem
incredul	incrédule	incredulo	incrédulo	incrédulo	incredulum
incrimina	incriminer	incriminare	incriminar	incriminar	incriminare
incubație	incubation	incubazione	incubación	incubação	incubationem
incurabil	incurable	incurabile	incurable	incurável	incurabilem
incursiune	incursion	incursione	incursión	incursão	incursionem
indecent	indécent	indecente	indecente	indecente	indecentem
indecență	indécence	indecenza	indecencia	indecência	indecentiam
indeclinabil	indéclinable	indeclinabile	indeclinable	indeclinável	indeclinabilem
indeterminabil	indéterminable	indeterminabile	indeterminable	indeterminável	indeterminabilem
indeterminat	indéterminée	indeterminato	indeterminado	indeterminado	indeterminatum
indica	indiquer	indicare	indicar	indicar	indicare
indicație	indication	indicazione	indicación	indicação	indicationem
indicațiune	indication	indicazione	indicación	indicação	indicationem
indicativ	indicatif	indicativo	indicativo	indicativo	indicativum
indice	index	indice	índice	índice	indicem
indiferent	indifférent	indifferente	indiferente	indiferente	indifferentem
indiferență	indifférence	indifferenza	indiferencia	indiferença	indifferentiam
indigent	indigent	indigente	indigente	indigente	indigentem
indigest	indigeste	indigesto	indigesto	indigesto	indigestum
indigestie	indigestion	indigestione	indigestión	indigestão	indigestionem
indirect	indirect	indiretto	indirecto	indireto	indirectum
indisciplină	indiscipline	indisciplina	indisciplina	indisciplina	indisciplinam
indistinct	indistinct	indistinto	indistinto	indistinto	indistinctum
indivizibil	indivisible	indivisibile	indivisible	indivisível	indivisibilem
indolent	indolent	indolente	indolente	indolente	indolentem
indolență	indolence	indolenza	indolencia	indolência	indolentiam
induce	induire	indurre	inducir	induzir	inducere
inducție	induction	induzione	inducción	indução	inductionem
inductiv	inductif	induttivo	inductivo	indutivo	inductivum
indulgență	indulgence	indulgenza	indulgencia	indulgência	indulgentiam
indult	indult	indulto	indulto	indulto	indultum
indument	indument	indumento	indumento	indumento	indumentum
industrie	industrie	industria	industria	indústria	industriam
inefabil	ineffable	ineffabile	inefable	inefável	ineffabilem
inel	anneau	anello	anillo	elo	anellus
ineluctabil	inéluctable	ineluttabile	ineluctable	inelutável	ineluctabilem
inept	inepte	inetto	inepto	inepto	ineptum
inert	inerte	inerte	inerte	inerte	inertem
inerție	inertie	inerzia	inercia	inércia	inertiam
inestimabil	inestimable	inestimabile	inestimable	inestimável	inaestimabilem
inexperiență	inexpérience	inesperienza	inexperiencia	inexperiência	inexperientiam
inexpugnabil	inexpugnable	inespugnabile	inexpugnable	inexpugnável	inexpugnabilem
inextricabil	inextricable	inestricabile	inextricable	inextricável	inextricabilem
infam	infame	infame	infame	infame	infamem
infama	infamer	infamare	infamar	infamar	infamare
infamie	infamie	infamia	infamia	infâmia	infamiam
infant	enfant	infante	infante	infante	infantem
înfășa	fesser	fasciare	fajar	enfaixar	fasciare
infern	enfer	inferno	infierno	inferno	infernum
infernal	infernal	infernale	infernal	infernal	infernalem
infidel	infidèle	infedele	infiel	infiel	infidelem
infidelitate	infidélité	infedeltà	infidelidad	infidelidade	infidelitatem
infinit	infini	infinito	infinito	infinito	infinitum
infinitate	infinité	infinità	infinidad	infinidade	infinitatem
inflama	enflammer	infiammare	inflamar	inflamar	inflammare
inflamație	inflammation	infiammazione	inflamación	inflamação	inflamamationem
inflamațiune	inflammation	infiammazione	inflamación	inflamação	inflamamationem
inflexibil	inflexible	inflessibile	inflexible	inflexível	inflexibilem
inflexiune	inflexion	inflessione	inflexión	inflexão	inflexionem
informa	informer	informare	informar	informar	informare
informație	information	informazione	información	informação	informationem
infunda	infondre	infondere	infundir	infundir	infundere
infuzie	infusion	infusione	infusión	infusão	infusionem
ingenuu	ingénu	ingenuo	ingenuo	ingénuo	ingenuum
înger	ange	angelo	angel	anjo	angelum
ingera	ingérer	ingerire	ingerir	ingerir	ingerere
ingestie	ingestion	ingestione	ingestión	ingestão	ingestionem
