ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
apostolik	apɔstolik	apostɔliko	apostoliko	ɐpuʃtɔlikʊ	apɔstɔlɪkʊm
apostrof	apɔstʁɔf	apɔstrofo	apostɾofe	ɐpɔʃtɹufʊ	apɔstrɔpʰʊm
apostrof	apɔstʁɔf	apɔstrofo	apostɾofe	ɐpɔʃtɹufʊ	apɔstrɔpʰʊm
apoteozə	apoteɔz	apoteɔzi	apoteosis	ɐputiɔzɨ	apɔtʰɛosɛm
apozitsje	apozisjɔ̃	appozitsione	aposiθjon	ɐpuzisɐ̃ʊ̃	appɔsɪtɪonɛm
apozitsjune	apozisjɔ̃	appozitsione	aposiθjon	ɐpuzisɐ̃ʊ̃	appɔsɪtɪonɛm
apretʃja	apʁesje	appretssare	apɾeθjaɾ	ɐpɹɨsiaɹ	apprɛtɪarɛ
aprinde	apʁɑ̃dʁ	apprɛndere	apɾendeɾ	ɐpɹeɪŋdeɹ	apprɛnderɛ
aproba	apʁuve	approbare	apɾoβaɾ	ɐpɹuvaɹ	apprɔbarɛ
aproprja	apʁɔpʁie	appropriare	apɾopjaɾ	ɐpɹupɹiaɹ	approprɪarɛ
aɾa	aʁe	aɾare	aɾa	ɐɾaɹ	ararɛ
aɾamə	ɛʁɛ̃	rame	alambɾe	ɐɾɐ̃mɨ	aɪramɛn
arbitra	aʁbitʁe	arbitrare	aɾβitɾaɾ	ɐɾəbitɹaɹ	arbɪtrarɪ
arbitrar	aʁbitʁɛʁ	arbitrario	aɾβitɾaɾjo	ɐɾəbitɹaɾjʊ	arbɪtrarɪʊm
arbitru	aʁbitʁ	arbitro	aɾβitɾo	aɾəbitɹʊ	arbɪtrʊm
arboɾe	aʁbʁ	albero	aɾβol	ɐɾəvoɾɨ	arbɔrɛm
arboɾestʃent	aʁboʁɛsɑ̃	arboreʃɛnte	aɾβoɾesθɛnte	ɐɾəbuɾɨseɪŋtɨ	arbɔreskɛntɛm
arbust	aʁbyst	arbusto	aɾβusto	ɐɾəbuʃtʊ	arbʊstʊm
ark	aʁk	arko	aɾko	aɾəkʊ	arkʊm
arkosoljum	aʁkozoljɔm	arkozɔlio	aɾkosoljo	ɐɾəkusɔljʊ	arkɔsɔlɪʊm
arktik	aʁtik	artiko	aɾtiko	aɾətikʊ	arktɪkʊm
ardeɾe	aʁdwaʁ	ardere	aɾðeɾ	ɐɾədeɹ	arderɛ
ardɔaɾe	aʁdœʁ	ardore	aɾðoɾ	ɐɾədoɹ	ardorɛm
aɾeolə	aʁeɔl	arɛola	aɾeola	ɐɾɛɔlɐ	arɛɔlam
ardʒilos	aʁʒilø	ardʒillozo	aɾθiʎoso	ɐɾəʒilozʊ	arɡɪllosʊm
arɡument	aʁɡymɑ̃	arɡomento	aɾɣumɛnto	ɐɾəɡumeɪŋtʊ	arɡumɛntʊm
arɡumentatsje	aʁɡymɑ̃tasjɔ̃	arɡomentatsione	aɾɣumentaθjon	ɐɾəɡumeɪŋtɐsɐ̃ʊ̃	arɡumɛntatɪonɛm
arhitekt	aʁʃitɛkt	arkitetto	aɾkitekto	ɐɾəkitɛtʊ	arkʰɪtɛktʊm
arhitektuɾə	aʁʃitɛktyʁ	arkitettura	aɾkitektuɾa	ɐɾəkitɨtuɾɐ	arkʰɪtɛkturam
arhivə	aʁʃiv	arkivio	aɾtʃiβo	ɐɾəkivʊ	arkʰiwʊm
arhivoltə	aʁʃivɔlt	arkivɔlto	aɾkiβoltas	ɐɾəkivɔltɐʃ	arkɪwɔltam
aɾje	ɛʁ	aia	aɾea	eɪɾɐ	arɛam
aɾitʃʲ	eʁisɔ̃	ritʃʃo	eɾiθo	uwɾisʊ	erɪkɪʊm
aɾid	aʁid	arido	aɾiðo	aɾidʊ	arɪdʊm
aɾinə	aʁɛn	rena	aɾena	ɐɾeɪɐ	arenam
aɾitmetikə	aʁitmətik	aritmɛtika	aɾitmetika	ɐɾitmɛtikɐ	arɪtʰmetɪkam
armə	aʁm	arma	aɾma	aɾəmɐ	arma
armətuɾə	aʁmatyʁ	armatura	aɾmaðuɾa	ɐɾəmɐduɾɐ	armaturam
armonie	aʁmoni	armonia	aɾmonia	ɐɾəmuniɐ	harmɔnɪam
armonik	aʁmonik	armɔniko	aɾmoniko	ɐɾəmonikʊ	harmɔnɪkʊm
aɾoɡant	aʁoɡɑ̃	arroɡante	aroɣante	ɐʁuɡɐ̃ŋtɨ	arrɔɡantɛm
aɾoɡantsə	aʁoɡɑ̃s	arroɡantsa	aroɣanθja	ɐʁuɡɐ̃ŋsjɐ	arrɔɡantɪam
arsenik	aʁsənik	arsɛniko	aɾseniko	ɐɾəsenikʊ	arsɛnɪkʊm
artə	aʁ	arte	aɾte	aɾətɨ	artɛm
arteɾə	aʁtɛʁ	artɛria	aɾteɾja	ɐɾətɛɾjɐ	arterɪam
artikol	aʁtikl	artikolo	aɾtikulo	ɐɾətiɡʊ	artɪkʊlʊm
artifitʃjal	aʁtifisjɛl	artifitʃale	aɾtifiθjal	ɐɾətifisiɑl	artɪfɪkɪalɛm
artifitʃiw	aʁtifis	artifitʃo	aɾtifiθjo	ɐɾətifisjʊ	artɪfɪkɪʊm
artileɾje	aʁtijʁi	artiʎeria	aɾtiʎeɾia	ɐɾətiʎɐɾiɐ	aptɪkʊlarɛ
artritə	aʁtʁit	artrite	aɾtɾitis	ɐɾətɹitɨ	artʰritɪs
artritik	aʁtʁitik	artritiko	aɾtɾitiko	ɐɾətɹitikʊ	artʰritɪkʊm
aʃa	ɛ̃si	kozi	asi	ɐsiŋ	ɛkkʊmsik
astʃendent	asɑ̃dɑ̃	aʃendɛnte	asθendɛnte	ɐseɪŋdeɪŋtɨ	askɛndɛntɛm
avea	avwaʁ	avere	aβeɾ	ɐveɹ	haberɛ
askulta	oskylte	askoltare	eskutʃaɾ	ʃkutaɹ	aʊskʊltarɛ
askutsʲ	ɛɡize	aɡutssare	aɣuθaɾ	ɐɡuzaɹ	akutɪarɛ
asesor	asɛsœʁ	assessore	asesoɾ	ɐsɨsoɹ	assɛssɔrɛm
asfalt	asfalt	asfalto	asfalto	ɐʃfɑltʊ	aspʰaltʊm
asidwitate	asidyite	assiduita	asiðwiðad	ɐsiduɪdadɨ	assɪdʊɪtatɛm
asin	an	azina	asna	aʒnɐ	asɪnʊm
aspiɾa	aspiʁe	aspirare	aspiɾaɾ	ɐʃpiɾaɹ	adspirarɛ
aspru	apʁ	aspro	aspeɾo	aʃpɨɾʊ	aspɛrʊm
astmə	asm	azma	asma	aʒmɐ	astʰma
astmatik	asmatik	azmatiko	asmatiko	ɐʒmatikʊ	astʰmatɪkʊm
astraɡal	astʁaɡal	astraɡalo	astɾaɣalo	ɐʃtɹaɡɐlʊ	astraɡalʊm
astral	astʁal	astrale	astɾal	ɐʃtɹɑl	astralɛm
astroloɡ	astʁoloɡ	astrɔloɡo	astɾoloɣo	ɐʃtɹɔluɡʊ	astrɔlɔɡʊm
astrolodʒie	astʁoloʒi	astrolodʒia	astɾoloxia	ɐʃtɹuluʒiɐ	astrɔlɔɡɪam
astronom	astʁonom	astrɔnomo	astɾonomo	ɐʃtɹɔnumʊ	astrɔnɔmʊm
astronomik	astʁonomik	astronɔmiko	astɾonomiko	ɐʃtɹunomikʊ	astrɔnɔmɪkʊm
astronomie	astʁonomi	astronomia	astɾonomia	ɐʃtɹunumiɐ	astrɔnɔmɪam
ataɾe	tɛl	tale	tal	tɑl	talɛm
atavism	atavism	atavizmo	ataβismo	ɐtɐviʒmʊ	atawɪsmʊm
atew	ate	ateo	ateo	ɐteʊ	atʰɛɔn
atentsje	atɑ̃sjɔ̃	attentsione	atenθjon	ɐteɪŋsɐ̃ʊ̃	attɛntɪonɛm
atenwa	atenye	attenuare	atenwaɾ	ɐtɨnuaɹ	attɛnʊarɛ
atitʃism	atisism	attitʃizmo	atiθismo	ɐtisiʒmʊ	attɪkɪsmʊm
atlet	atlɛt	atlɛta	atleta	ɐtlɛtɐ	atʰletam
atom	atom	atomo	atomo	atumʊ	atɔmʊm
omnipotentsə	ɔmnipotɑ̃s	onnipotɛntsa	omnipotɛnθja	ɔniputeɪŋsjɐ	ɔmnɪpɔtɛntɪam
atraktsie	atʁaksjɔ̃	attratsione	atɾakθjon	ɐtɹɐsɐ̃ʊ̃	attraktɪonɛm
atraktsjune	atʁaksjɔ̃	attratsione	atɾakθjon	ɐtɹɐsɐ̃ʊ̃	attraktɪonɛm
atribut	atʁiby	attributo	atɾiβuto	ɐtɹibutʊ	attrɪbutʊm
atriw	atʁiɔm	atrio	atɾio	atrjʊ	atrɪʊm
atrotʃe	atʁɔs	atrotʃe	atɾoθ	ɐtɹɔʃ	atrokɛm
atrotʃitate	atʁosite	atrotʃita	atɾoθiðad	ɐtɹusidadɨ	atrokɪtatɛm
atrofje	atʁofi	atrofia	atɾofja	ɐtɹufiɐ	atrɔpʰiam
auzʲ	wiʁ	udire	oɪɾ	uwviɹ	aʊdirɛ
audibil	odibl	udibile	aʊðiβle	aʊdivɛl	aʊdibɪlɛm
awɡmenta	oɡmɑ̃te	aumentare	aʊmentaɾ	aʊmeɪŋtaɹ	aʊɡmɛntarɛ
aur	ɔʁ	ɔro	oɾo	owɾʊ	aʊrʊm
auɾikular	oʁikylɛʁ	aurikolare	aʊɾikulaɾ	aʊɾikulaɹ	aʊrɪkʊlarɛm
auɾifer	oʁifɛʁ	aurifero	aʊɾifeɾo	aʊɾifɨɾʊ	aʊrɪfɛrʊm
auster	ostʁ	austɛro	aʊsteɾo	aʊʃtɛɾʊ	aʊsterʊm
austeɾitate	osteʁite	austerite	aʊsteɾiðad	aʊʃtɨɾidadɨ	aʊsterɪtatɛm
austral	ostʁal	australe	aʊstɾal	aʊʃtɹɑl	aʊstralɛm
awtentik	otɑ̃tik	autɛntiko	aʊtentiko	aʊteɪŋtikʊ	aʊtʰɛntɪkʊm
awtɔaɾe	otœʁ	autore	aʊtoɾ	aʊtoɹ	aʊktorɛm
awtoɡraf	otoɡʁaf	autɔɡrafo	aʊtoɣɾafo	aʊtɔɡɹɐfʊ	aʊtɔɡrapʰʊm
avaɾitsje	avaʁis	avaritsia	aβaɾiθja	ɐvɐɾezɐ	awarɪtɪam
aventuɾə	avɑ̃tyʁ	avventura	aβentuɾa	ɐveɪŋtuɾɐ	adwɛnturam
avid	avid	avido	aβiðo	avidʊ	awɪdʊm
avokat	avoka	avvokato	aβoɣaðo	ɐdvuɡadʊ	adwɔkatʊm
avort	avɔʁtəmɑ̃	abɔrto	aβoɾto	ɐboɾətʊ	abɔrtʊm
avulsjune	avylsjɔ̃	avulsione	aβulsjon	ɐvuwsɐ̃ʊ̃	awʊlsɪonɛm
aksilə	aksil	aʃɛlla	aksila	ɐksilɐ	aksɪllam
aksjomə	aksjɔm	assiɔma	aksjoma	ɐksiomɐ	aksɪoma
bakantə	bakɑ̃t	bakkante	bakante	bɐkɐ̃ŋtɨ	bakkʰantɛm
batʃil	basij	batʃillo	baθilo	bɐsilʊ	bakɪllʊm
bale	bav	bava	baβa	babɐ	babam
balistə	balist	ballista	balista	bɐliʃtɐ	ballɪstam
balnear	balneɛʁ	balneare	balneaɾjo	bɑlnɨaɾjʊ	balnɛarɛm
balneoteɾapje	balneotʁapi	balneoterapia	balneoteɾapja	bɑlniuteɾɐpiɐ	balnɛɔtʰɛrapɪam
balsam	bom	balsamo	balsamo	baʊsɐmʊ	balsamʊm
barbə	baʁb	barba	baɾβa	baɾəbɐ	barbam
barbar	baʁbaʁ	barbaro	baɾβaɾo	baɾəbɐɾʊ	barbarʊm
barbaɾje	babaʁi	barbarie	baɾβaɾje	bɐɾəbaɾjɨ	barbarɪam
bəʃikə	vɛsi	veʃika	bexiɣa	beʃiɡɐ	wesikam
bate	batʁ	battere	batiɾ	bɐteɹ	battʊerɛ
bətaje	bataj	battaʎa	bataʎa	bɐtaʎɐ	battʊalɪam
bea	bwaʁ	bere	beβeɾ	bɨbeɹ	bɪberɛ
beatifika	beatifje	beatifikare	beatifikaɾ	biɐtifikaɹ	bɛatɪfɪkarɛ
belikos	bɛlikø	bellikozo	belikoso	belikozʊ	bɛllɪkosʊm
belidʒeɾant	bɛliʒeʁɑ̃	bellidʒerante	belixeɾante	beliʒɨɾɐ̃ŋtɨ	bɛllɪɡɛrantɛm
benefitʃjar	benefisjɛʁ	benefitʃario	benefiθjaɾjo	benɨfisiaɾjʊ	bɛnɛfɪkɪarɪʊm
bibljotekə	bibliotɛk	bibliotɛka	biβlioteka	bibliutɛkɐ	bɪblɪɔtʰekam
bitʃeps	bisɛp	bitʃipite	biθeps	bisɨpʃ	bɪkɛps
bjenal	bjɛnal	bjennale	bjenal	biɨnɑl	bɪɛnnalɛm
biɡam	biɡam	biɡamo	biɣamo	biɡɐmʊ	bɪɡamʊm
biliŋɡv	bilɛ̃ɡ	biliŋɡwe	biliŋɡue	biliŋɡuɨ	bɪlɪŋɡwɛm
biljos	biljø	biliozo	biljoso	biliozʊ	bilɪosʊm
bine	bjɛ̃	bɛne	bjen	beɪŋ	bɛnɛ
binefəkətor	bjɛ̃fɛtœʁ	benefattore	benefaktoɾ	beɪŋfeɪtoɹ	bɛnɛfaktorɛm
bipartitsje	bipaʁtisjɔ̃	bipartitsione	bipaɾtiθjon	bipɐɾətisɐ̃ʊ̃	bɪpartɪtɪonɛm
bitum	bitym	bitume	betun	betumɨ	bɪtumɛn
bituminos	bityminø	bituminozo	bituminoso	betuminozʊ	bɪtumɪnosʊm
bizantin	bizɑ̃tɛ̃	bidzantino	biθantino	bizɐ̃ŋtinʊ	byzantinʊm
bizon	bizɔ̃	bizonte	bisonte	bizɐ̃ʊ̃	bɪsontɛm
blasfemja	blasfɛm	blasfemia	blasfemja	blɐʃfemjɐ	blaspʰemɪam
bow	bœf	bɔve	bweɪ	boɪ	bɔwɛm
boɾaks	boʁaks	boratʃe	boɾaks	bɔɾɐks	bɔrakɛm
boɾeal	boʁeal	boreale	boɾeal	buɾiɑl	bɔrɛalɛm
boteza	batize	battedzzare	bapptiθaɾ	bɐtizaɹ	baptizzarɛ
bovin	bovɛ̃	bovino	boβino	buvinʊ	bɔwinʊm
brahjal	bʁaʃjal	brakjale	bɾakjal	bɹɐkiɑl	brakkʰɪalɛm
brats	bʁa	bratʃʃo	bɾaθo	bɹasʊ	brakʰɪʊm
brut	bʁyt	brutto	bɾuto	bɹutʊ	brutʊm
brutal	bʁytal	brutale	bɾutal	bɹutɑl	brutalɛm
bukə	buʃ	bokka	boka	bokɐ	bʊkkam
bukolik	bykolik	bukɔliko	bukoliko	bukɔlikʊ	bukɔlɪkʊm
buf	bufɔ̃	buffone	bufon	bufɔn	bufonɛm
bulb	bylb	bulbo	bulβo	buwbʊ	bʊlbʊm
bun	bɔ̃	buɔno	bweno	boŋ	bɔnʊm
bunətate	bɔ̃te	bonta	bondad	buŋdadɨ	bɔnɪtatɛm
buɾik	nɔ̃bʁil	ombeliko	ombliɣo	ũmbiɡʊ	ʊmbɪlikʊm
busolə	busɔl	bussola	bɾuxula	busulɐ	bʊksʊlam
bust	byst	busto	busto	buʃtʊ	bustʊm
kabalinə	ʃəvalɛ̃	kavallino	kaβaʎiɲo	kɐvɐliɲʊ	kaballinʊm
kal	ʃəval	kavallo	kaβaʎo	kɐvalʊ	kaballʊm
kəka	ʃje	kakare	kaɣaɾ	kɐɡaɹ	kakarɛ
kədea	ʃwaʁ	kadere	kaeɾ	kɐiɹ	kaderɛ
kadrilater	kwadʁilatɛʁ	kwadrilatero	kwaðɾilateɾo	kwɐdɹilatɨɾʊ	kwadrɪlatɛrʊm
kadutʃew	kadyse	kadutʃeo	kaðuθeo	kɐduseʊ	kadukɛʊm
kəlaɾe	ʃəvalje	kavaʎɛre	kaβaʎeɾo	kɐvɐleɪɾʊ	kaballarɛm
kəlka	kalke	kalkare	kalkaɾ	kɑlkaɹ	kalkarɛ
kalkula	kalkyle	kalkolare	kalkulaɾ	kɑlkulaɹ	kalkʊlarɛ
kald	ʃo	kaldo	kalðo	kɑldʊ	kalɪdʊm
kəldaɾe	ʃodjɛʁ	kaldaia	kalðeɾa	kɑldeɪɾɐ	kaldarɪam
kalendar	kalɑ̃dɛʁ	kalendario	kalendaɾjo	kɐleɪŋdaɾjʊ	kalɛndarɪʊm
kalomnja	kalɔmnje	kalunnjare	kalumnjaɾ	kɐluniɐɹ	kalʊmnɪari
kaloɾifik	kaloʁifik	kalorifiko	kaloɾifiko	kɐluɾifikʊ	kalorɪfɪkʊm
kalos	kalø	kallozo	kaʎoso	kɐlozʊ	kallosʊm
kalvitsje	kalviti	kalvitsje	kalβiθje	kɑlvisjɨ	kalwɪtɪɛm
kəmaʃə	ʃəmiz	kamitʃa	kamisa	kɐmizɐ	kamɪsɪam
kamfor	kɑ̃fʁ	kanfora	alkamfoɾ	kɐ̃ŋfuɾɐ	kampʰɔram
kəmilə	ʃamo	kammɛllo	kameʎo	kɐmelʊ	kamelʊm
kɨmp	ʃɑ̃	kampo	kampo	kɐ̃mpʊ	kampʊm
kampanə	kɑ̃pan	kampana	kampaɲa	kɐ̃mpɐ̃ɲɐ	kampanam
kanal	kanal	kanale	kanal	kɐ̃nɑl	kanalɛm
kandidat	kɑ̃dida	kandidato	kandiðato	kɐ̃ŋdidatʊ	kandɪdatʊm
kaŋɡrenə	ɡɑ̃ɡʁɛn	kankrɛna	ɡaŋɡɾena	ɡɐ̃ŋɡɹenɐ	ɡaŋɡraɪnam
kanonik	kanonik	kanɔniko	kanoniko	kɐnonikʊ	kanɔnɪkʊm
kanoniza	kanonize	kanonidzzare	kanoniθaɾ	kɐnunizaɹ	kanonɪzzarɛ
kantabil	ʃɑ̃tabl	kantabile	kantaβile	kɐ̃ŋtavɛl	kantabɪlɛm
kantilenə	kɑ̃tilɛn	kantilɛna	kantilena	kɐ̃ŋtilenɐ	kantɪlenam
kantitate	kwɑ̃tite	kwantita	kantiðad	kwɐ̃ŋtidadɨ	kwantɪtatɛm
kanulə	kanyl	kannula	kanula	kɐ̃nulɐ	kannʊlam
kap	ʃɛf	kapo	kaβeθa	kabʊ	kapʊt
kapə	kap	kappa	kapa	kapɐ	kappam
kəpəstru	ʃəvɛtʁ	kapɛstro	kaβestɾo	kɐbɹeʃtʊ	kapɪstrʊm
kapilar	kapijɛʁ	kapillare	kapilaɾ	kɐpilaɹ	kapɪllarɛm
kapital	kapital	kapitale	kapital	kɐpitɑl	kapɪtalɛm
kaprə	ʃɛvʁ	kapra	kaβɾa	kabɹɐ	kapram
kəprar	ʃəvʁie	kapraio	kaβɾeɾo	kɐbɹeɪɾʊ	kaprarɪʊm
kəprəɾeatsə	ʃɛvʁəʁi	kapraretʃʃa	kaβɾeɾiθa	kɐbɹɨɾizɐ	kaprarɪkɪam
kapsulə	kapsyl	kapsula	kapsula	kapsulɐ	kapsʊlam
kar	kaʁ	karro	karo	kaʁʊ	karrʊm
kəɾa	ʃaʁje	karredʒʒare	akareaɾ	kɐʁiaɹ	karrarɛ
kaɾat	kaʁa	kaɾato	kilate	kilatɨ	kwaratʊm
kərbunar	ʃaʁbɔnje	karbonaio	kaɾβoneɾo	kɐɾəvueɪɾʊ	karbonarɪʊm
kərbune	ʃaʁbɔ̃	karbone	kaɾβon	kɐɾəvɐ̃ʊ̃	karbonɛm
kardinal	kaʁdinal	kardinale	kaɾðinal	kɐɾədiɑl	kardɪnalɛm
kaɾe	kɛl	kwale	kwal	kwɑl	kwalɛm
kaɾje	kaʁi	karie	kaɾjes	kaɾjɨ	karɪɛm
kaɾitate	ʃaʁite	karita	kaɾiðad	kɐɾidadɨ	karɪtatɛm
karnal	ʃaʁnɛl	karnale	kaɾnal	kɐɾənɑl	karnalɛm
karne	ʃɛʁ	karne	kaɾne	kaɾənɨ	karnɛm
karnivor	kaʁnivɔʁ	karnivoro	kaɾniβoɾo	kɐɾənivuɾʊ	karnɪwɔrʊm
karpen	ʃaʁm	karpino	kaɾpe	kɐɾəpinʊ	karpɪnʊm
karte	kaʁt	karta	liβɾo	kaɾətɐ	kʰartam
kasə	ʃe	kaza	kasa	kazɐ	kasam
kapsə	kas	kassa	kaxa	kaɪʃɐ	kapsam
kast	ʃast	kasto	kasto	kaʃtʊ	kastʊm
kastelan	ʃatlɛ̃	kastellano	kasteʎano	kɐʃtɨlɐ̃ʊ̃	kastɛllanʊm
kastel	ʃato	kastɛllo	kastiʎo	kɐʃtɛlʊ	kastɛllʊm
kastitate	ʃastte	kastita	kastiðad	kɐʃtidadɨ	kastɪtatɛm
kastor	kastɔʁ	kastɔro	kastoɾ	kɐʃtoɹ	kastɔrɛm
kastra	kastʁe	kastrare	kastɾaɾ	kɐʃtɹaɹ	kastrarɛ
akətsa	ʃase	katʃʃare	kaθaɾ	kɐsaɹ	kaptɪarɛ
kataloɡ	kataloɡ	kataloɡo	kataloɣo	kɐtɑluɡʊ	katalɔɡʊm
katar	kataʁ	katarro	kataro	kɐtaʁʊ	katarrhʊm
katastrofə	katastʁɔf	katastrofe	katastɾofe	kɐtaʃtɹufɨ	katastrɔpʰam
kateɡoɾje	kateɡoʁi	kateɡoria	kateɣoɾia	kɐtɨɡuɾiɐ	kateɡɔrɪam
katenə	ʃɛn	katena	kaðena	kɐdeɪɐ	katenam
katetə	katɛt	katɛto	kateto	kɐtetʊ	katʰɛtʊm
kateter	katete	katetere	kateteɾ	kɐtɨteɹ	katʰɛter
katolik	katolik	kattɔliko	katoliko	kɐtɔlikʊ	katʰɔlɪkʊm
kaudal	kodal	kaudale	kaʊðal	kaʊdɑl	kaʊdalɛm
kaustik	kostik	kaustiko	kaustiko	kaʊʃtikʊ	kaʊstɪkʊm
kauzə	koz	kauza	kaʊsa	kaʊzɐ	kaʊsam
kauzal	kozal	kauzale	kaʊsal	kaʊzɑl	kaʊsalɛm
kauza	koze	kauzare	kaʊsaɾ	kaʊzaɹ	kaʊsari
kavernə	kavɛʁn	kavɛrna	kaβeɾna	kɐvɛɾənɐ	kawɛrnam
kavernos	kavɛʁnø	kavernozo	kaβeɾnoso	kɐvɨɾənozʊ	kawɛrnosʊm
kavitate	kavite	kavita	kaβiðad	kɐvidadɨ	kawɪtatɛm
kazeinə	kazø	kazeina	kaseina	kɐzɨinɐ	kasɛʊm
kazwal	kazyɛl	kazuale	kaswal	kɐzuɑl	kasʊalɛm
tʃeaɾə	siʁ	tʃera	θeɾa	seɾɐ	keram
tʃelar	sɛlje	tʃellaio	θiʎeɾo	seleɪɾʊ	kɛllarɪʊm
tʃeleɾitate	seleʁite	tʃelerita	θeleɾiðad	selɨɾidadɨ	kɛlɛrɪtatɛm
tʃelest	selɛst	tʃelɛste	θeleste	selɛʃtɨ	kaɪlɛstɛm
tʃelibat	seliba	tʃelibato	θeliβato	selibatʊ	kaɪlɪbatu
tʃenotaf	senotaf	tʃenotafio	θenotafjo	senutafjʊ	kɛnɔtapʰɪʊm
tʃens	sɛn	tʃɛnso	θɛnso	seɪŋsʊ	kensʊm
tʃentaur	sɑ̃tɔʁ	tʃentauro	θentaʊɾo	seɪŋtaʊɾʊ	kɛntaʊrʊm
tʃentral	sɑ̃tʁal	tʃentrale	θentɾal	seɪŋtɹɑl	kɛntralɛm
tʃentru	sɑ̃tʁ	tʃɛntro	θɛntɾo	seɪŋtɹʊ	kɛntrʊm
tʃentuɾjon	sɑ̃tyʁjɔ̃	tʃenturione	θentuɾjon	seɪŋtuɾiɐ̃ʊ̃	kɛntʊrɪonɛm
tʃenuʃə	sɑ̃dʁ	tʃinidʒia	θeniθa	siŋzɐ	kɪnɛrɛm
tʃenzuɾə	sɑ̃syʁ	tʃensura	θensuɾa	seɪŋsuɾɐ	kɛnsuram
tʃep	sɛp	tʃeppo	θepo	sɛpʊ	kɪppʊm
tʃer	sjɛl	tʃɛlo	θjelo	sɛʊ	kaɪlʊm
tʃerb	sɛʁ	tʃɛrvo	θjeɾβo	sɛɾəvʊ	kɛrwʊm
tʃertʃel	sɛʁso	tʃirro	θeɾθiʎo	seɾəsiʎʊ	kɪrkɛllʊm
tʃeɾealə	seʁeal	tʃereale	θeɾeal	sɨɾiɑl	kɛrɛalɛm
tʃeɾemonie	seʁemoni	tʃerimɔnia	θeɾemonja	seɾimonjɐ	kaɪrɪmonɪam
tʃeɾe	keʁiʁ	kjɛdere	keɾeɾ	kɨɾeɹ	kwaɪrerɛ
tʃertifika	sɛʁtifje	tʃertifikare	θeɾtifikaɾ	seɾətifikaɹ	kɛrtɪfɪkarɛ
tʃervikal	sɛʁvikal	tʃervikale	θeɾβikal	seɾəvikɑl	kɛrwikal
tʃerviks	seʁviks	tʃɛrvitʃe	θeɾβiθ	sɨɾəviʃ	kɛrwikɛm
tʃetate	site	tʃitta	θjuðad	sidadɨ	kiwɪtatɛm
tʃezuɾə	sezyʁ	tʃezura	θesuɾa	sezuɾɐ	kaɪsuram
kear	klɛʁ	kjaro	klaɾo	klaɾʊ	klarʊm
keje	kle	kjave	ʎaβe	ʃavɨ	klawɪm
kema	klame	kjamare	ʎamaɾ	ʃɐmaɹ	klamarɛ
keaɡ	ke	kaʎo	kwaxo	kuaʎʊ	klaɡɔrɪʊm
kiɾurdʒie	ʃiʁyʁʒi	kirurdʒia	θiɾuxia	siɾuɾəʒiɐ	kʰirʊrɡɪam
tʃikatritʃe	sikatʁis	tʃikatritʃe	θikatɾiθ	sikɐtɹiʃ	kɪkatrikɛm
tʃitʃeɾone	siseʁɔn	tʃitʃerone	θiθeɾone	sisɨɾonɨ	kɪkɛronɛm
tʃiklik	siklik	tʃikliko	θikliko	siklikʊ	kyklɪkʊm
tʃiklu	sikl	tʃiklo	θiklo	siklʊ	kyklʊm
tʃilindru	silɛ̃dʁ	tʃilindro	θilindɾo	siliŋdɹʊ	kylɪndrʊm
tʃimitir	simtjɛʁ	tʃimitɛro	θementeɾjo	semitɛɾjʊ	kɔɪmeterɪʊm
tʃintʃʲ	sɛ̃k	tʃinkwe	θinko	siŋkʊ	kwiŋkwɛ
tʃintʃinal	kɛ̃kɛnal	kwinkwennale	kinkenal	kwiŋkwɨnɑl	kwɪŋkwɛnnalɛm
kɨnd	kɑ̃	kwando	kwando	kwɐ̃ŋdʊ	kwando
tʃinə	sɛn	tʃena	θena	seɪɐ	kenam
kɨnepə	ʃɑ̃vʁ	kanapa	kaɲamo	kɐ̃ɲɐmʊ	kannabɛm
tʃineɾar	sineʁɛʁ	tʃinerario	θineɾaɾjo	sinɨɾaɾjʊ	kɪnɛrarɪʊm
tʃiŋdʒe	sɛ̃dʁ	tʃindʒere	θeɲiɾ	siŋʒiɹ	kɪŋɡerɛ
kiŋɡə	sɑ̃ɡl	tʃiŋɡolo	θiŋɡulo	siŋɡulʊ	kɪŋɡʊlʊm
tʃinik	sinik	tʃiniko	θiniko	sinikʊ	kynɪkʊm
tʃinism	sinism	tʃinizmo	θinismo	siniʒmʊ	kynɪsmʊm
tʃirk	siʁk	tʃirko	θiɾko	siɾəkʊ	kɪrkʊm
tʃirkwit	siʁkyi	tʃirkuito	θiɾkwito	siɾəkuɪtʊ	kɪrkʊɪtʊm
tʃirkumtʃide	siʁkɔ̃siʁ	tʃirkontʃidere	θiɾkunθiðaɾ	siɾəkũŋsidaɹ	kɪrkʊmkiderɛ
tʃirkumfeɾentsə	siʁkɔ̃feʁɑ̃s	tʃirkonferɛntsa	θiɾkumfeɾɛnθja	siɾəkũŋfɨɾeɪŋsjɐ	kɪrkʊmfɛrɛntɪam
tʃirkumskrie	siʁkɔ̃skʁiʁ	tʃirkoskrivere	θiɾkunskɾiβiɾ	siɾəkũŋskɹɨveɹ	kɪrkʊmskriberɛ
tʃirkumspekt	siʁkɔ̃spɛkt	tʃirkospetto	θiɾkunspekto	siɾəkũŋspɛtʊ	kɪrkʊmspɛktʊm
