ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
insipid	insipide	insipido	insípido	insípido	īnsipidum
insista	insister	insistere	insistir	insistir	īnsistere
insolent	insolent	insolente	insolente	insolente	īnsolentem
insolență	insolence	insolenza	insolencia	insolência	īnsolentiam
insolubil	insoluble	insolubile	insoluble	insolúvel	īnsolūbilem
insomnie	insomnie	insonnia	insomnio	insônia	īnsomniam
inspecție	inspection	ispezione	inspección	inspeção	īnspectiōnem
inspectoare	inspecteur	ispettore	inspector	inspetor	īnspectōrem
inspira	inspirer	ispirare	inspirar	inspirar	īnspīrāre
inspirație	inspiration	ispirazione	inspiración	inspiração	īnspīrātiōnem
instiga	instiguer	istigare	instigar	instigar	īnstīgāre
instigator	instigateur	istigatore	instigador	instigador	īnstīgātōrem
instinct	instinct	istinto	instinto	instinto	īnstinctum
institut	institut	istituto	instituto	instituto	īnstitūtum
instituție	institution	istituzione	institución	instituição	īnstitūtiōnem
instituțiune	institution	istituzione	institución	instituição	īnstitūtiōnem
instructor	instructeur	istruttore	instructor	instrutor	īnstructōrem
instrument	instrument	instrumento	instrumento	instrumento	īnstrūmentum
insuficient	insuffisant	insufficiente	insuficiente	insuficiente	īnsufficientem
insuficiență	insuffisance	insufficienza	insuficiencia	insuficiência	īnsufficientiam
insuflație	insufflation	insufflazione	insuflación	insuflação	īnsufflātiōnem
insultă	insulte	insultare	insultar	insultar	īnsultāre
insurecție	insurrection	insurrezione	insurrección	insurreição	īnsurrectiōnem
intact	intact	intatto	intacto	intacto	intactum
integral	integral	integrale	integral	integral	integralem
integritate	intégrité	integrità	integridad	integridade	integritātem
intelectual	intellectuel	intellettuale	intelectual	intelectual	intellectualem
intens	intense	intenso	intenso	intenso	intensum
între	entre	inter	entre	entre	inter
intercede	intercéder	intercedere	interceder	interceder	intercēdēre
intercesiune	intercession	intercessione	intercesión	intercessão	intercessiōnem
interdicțiune	interdiction	interdizione	interdicción	interdição	interdictiōnem
interes	interêt	interesse	interés	interesse	interesse
interior	intérieur	interiore	interior	interior	interiōrem
interjecție	interjection	interiezione	interjección	interjeição	interiectiōnem
intermitent	intermittent	intermittente	intermitente	intermitente	intermittentem
intern	interne	interno	interno	interno	internum
interoga	interroger	interrogare	interrogar	interrogar	interrogāre
interpela	interpeller	interpellare	interpelar	interpelar	interpellāre
interpola	interpoler	interpolare	interpolar	interpolar	interpolāre
interpolație	interpolation	interpolazione	interpolación	interpolação	interpolātiōnem
interpolator	interpolateur	interpolatore	interpolador	interpolador	interpolātōrem
interpoziție	interposition	interposizione	interposición	interposição	interpositiōnem
interpret	interprèt	intérprete	intérprete	intérprete	interpretem
interpreta	interpréter	interpretare	interpretar	interpretar	interpretāre
interpune	interposer	interporre	interponer	interpor	interpōnēre
interregn	interrègne	interregno	interregno	interregno	interrēgnum
intersecție	intersection	intersezione	intersección	interseção	intersectiōnem
interstițiu	interstice	interstizio	intersticio	interstício	interstitium
interval	intervalle	intervallo	intervalo	intervalo	intervallum
interveni	intervenir	intervenire	intervenir	intervir	intervenīre
intestin	intestin	intestino	intestino	intestino	intestīnum
intim	intime	intimo	íntimo	íntimo	intimum
intimă	intima	intima	íntima	íntima	intimam
întinge	teindre	tingere	teñir	tingir	tingēre
întinde	entendre	intendere	entender	entender	intendēre
intolerabil	intolérable	intollerabile	intolerable	intolerável	intolerābilem
intoleranță	intolérance	intolleranza	intolerancia	intolerância	intolerantiam
intranzitiv	intransitif	intransitivo	intransitivo	intransitivo	intransitīvum
intrepid	intrépide	intrepido	intrépido	intrépido	intrepidum
intriga	intriguer	intricare	intricar	intrigar	intrīcāre
intrinsec	intrinsèque	intrinseco	intrínseco	intrínseco	intrinsecum
introduce	introduire	introdurre	introducir	introduzir	intrōdūcere
intuiție	intuition	intuizione	intuición	intuição	intuitiōnem
inutil	inutile	inutile	inútil	inútil	inūtilem
invada	envahir	invadere	embair	embair	invādēre
învăța	envoisier	invezzare	avezar	vezar	invitiāre
invazie	invasion	invasione	invasión	invasão	invāsiōnem
invectivă	invective	invettivo	invectiva	invectiva	invectīvam
inventar	inventaire	inventario	inventario	inventário	inventārium
invenție	invention	invenzione	invención	invenção	inventiōnem
inversiune	inversion	inversione	inversión	inversão	inversiōnem
inverti	invertir	invertire	invertir	inverter	invertēre
investigator	investigateur	investigatore	investigador	investigador	investīgātōrem
invincibil	invincibile	invincibile	invencible	invencível	invincibilem
inviolabil	inviolable	inviolabile	inviolable	inviolável	inviolābilem
invizibil	invisible	invisibile	invisible	invisível	invīsibilem
invizibilitate	invisibilité	invisibilità	invisibilidad	invisibilidade	invīsibilitātem
invoca	invoquer	invocare	invocar	invocar	invocāre
invocație	invocation	invocazione	invocación	invocação	invocātiōnem
involucru	involucre	involucro	involucro	invólucro	involūcrum
involuntar	involontaire	involontario	involuntario	involuntário	involuntārium
involuție	involution	involuzione	involución	involução	involūtiōnem
invulnerabil	invulnérable	invulnerabile	invulnerable	invulnerável	invulnerābilem
ipocrit	hypocrisie	ipócrita	hipócrita	hipócrita	hypocritam
ipotenuză	hipoténuse	ipotenusa	hipotenusa	hipotenusa	hypotēnūsam
iradiație	irradiation	irradiazione	irradiación	irradiação	irradiātiōnem
irațional	irrationnel	irrazionale	irracional	irracional	irratiōnālem
irecuzabil	irrécusable	irrecusabile	irrecusable	irrecusável	irrecūsābilem
ireligios	irréligieux	irreligioso	irreligioso	irreligioso	irreligiōsum
ireverență	irrévérence	irriverenza	irreverencia	irreverência	irreverentiam
iritabil	irritable	irritabile	irritable	irritável	īrritābilem
iritabilitate	irritabilité	irritabilità	irritabilidad	irritabilidade	irritabilitātem
iritație	irritation	irritazione	irritación	irritação	irrītātiōnem
iritațiune	irritation	irritazione	irritación	irritação	irrītātiōnem
ironic	ironique	ironico	irónico	irônico	irōnicum
ironie	ironie	ironia	ironía	ironia	īrōnīam
irupție	irruption	irruzione	irrupción	irrupção	irruptiōnem
irupțiune	irruption	irruzione	irrupción	irrupção	irruptiōnem
istm	isthme	istmo	istmo	istmo	isthmum
istoria	histoire	storia	historia	história	historiam
istoric	historique	storico	histórico	histórico	historicum
iță	lice	liccio	lizo	liço	līcium
iterativ	itératif	iterativo	iterativo	iterativo	iterātīvum
juca	jouer	giocare	jugar	jogar	iocāre
joc	jeu	giuoco	juego	jogo	iocum
jude	juge	giudice	juez	juiz	iūdicem
judeca	juger	giudicare	juzgar	julgar	iūdicāre
jug	joug	giogo	yugo	jugo	iugum
jumătate	moitié	metà	mitad	metade	medietātem
june	jeune	giovine	joven	jovem	iuvenem
jur	girolle	giro	giro	giro	gȳrum
jura	jurer	giurare	jurar	jurar	iūrāre
înjura	injurier	ingiurare	injuriar	injuriar	iniūriāre
jurisdicție	juridiction	giurisdizione	jurisdicción	jurisdição	iūrisdictiōnem
justifica	justifier	giustificare	justificar	justificar	iustificāre
justiția	justice	giustiziare	justicia	justiça	iūstitiam
juvenil	juvénile	giovanile	juvenil	juvenil	iuvenīlem
la	laver	lavare	allá	lavar	lavāre
labil	labile	labile	lábil	lábil	lābilem
labirint	labyrinthe	labirinto	laberinto	labirinto	labyrinthum
laborios	laborieux	laborioso	laborioso	laborioso	labōriōsum
lac	lac	lago	lago	lago	lacum
lacerație	lacération	lacerazione	laceración	laceração	lacerātiōnem
lactescent	lactescent	lattescente	lactescente	lactescente	lactēscentem
locustă	locuste	locusta	locusta	locusta	locustam
lagună	lagune	laguna	laguna	lagoa	lacūnam
lamă	lame	lamina	lamina	lâmina	lāminam
lamentație	lamentation	lamentazione	lamentación	lamentação	lāmentātiōnem
lamentațiune	lamentation	lamentazione	lamentación	lamentação	lāmentātiōnem
lână	laine	lana	lana	lã	lanam
lance	lance	lancia	lanza	lança	lanceam
lapte	lait	latte	leche	leite	lactem
lăptucă	laitue	lattuga	lechuga	leituga	lactūcam
larvă	larve	larva	larva	larva	larvam
lăsa	laisser	lasciare	dejar	deixar	laxāre
lasciv	lascif	lascivo	lascivo	lascivo	lascīvum
latent	latent	latente	latente	latente	latentem
lateral	latéral	laterale	lateral	lateral	laterālem
latinitate	latinité	latinità	latinidad	latinidade	latīnitātem
latrină	latrine	latrina	letrina	latrina	lātrīnam
lauda	louer	lodare	loar	louvar	laudāre
lecție	lecture	lezione	lección	lição	lēctiōnem
lectură	lecture	lettura	lectura	leitura	lēctūram
lega	lier	legare	liar	liar	ligāre
legatar	légataire	legatario	legatario	legatário	lēgātārium
legație	légation	legazione	legación	legação	lēgātiōnem
legendă	légende	leggenda	leyenda	lenda	legendam
legionar	légionnaire	legionario	legionario	legionário	legiōnārium
legislație	législation	legislazione	legislación	legislação	lēgislātiōnem
legislator	législateur	legislatore	legislador	legislador	lēgislātōrem
legitim	légitime	legittimo	legítimo	legítimo	lēgitimum
legiune	légion	legione	legión	legião	legiōnem
legumă	légume	legume	legumbre	legume	legūmen
leu	lion	leone	león	leâo	leōnem
lenticular	lenticulaire	lenticolare	lenticular	lenticular	lenticulārem
leșie	lessive	liscivo	lejio	lixívio	lixīvium
letal	létal	letale	letal	letal	lētālem
letargic	léthargique	letargico	letárgico	letárgico	lēthargicum
letargie	léthargie	letargia	letargia	letargia	lēthargiam
leziune	lésion	lesione	lesión	lesão	laesiōnem
libație	libation	libagione	libación	libação	lībātiōnem
libațiune	libation	libagione	libación	libação	lībātiōnem
liberal	libéral	liberale	liberal	liberal	līberālem
libertate	liberté	libertà	libertad	liberdade	lībertātem
libertin	libertin	libertino	libertino	libertino	lībertīnum
libid	libide	libido	libido	libido	libīdō
licență	licence	licenza	licencia	licença	licentiam
licențios	licencieux	licenzioso	licencioso	licencioso	licentiōsum
lichid	liquide	liquido	líquido	líquido	liquidum
lichior	liqueur	liquore	licor	licor	liquōrem
ligatură	ligature	legatura	ligadura	ligadura	ligātūram
lemn	legne	legno	leño	lenho	lignum
limbă	langue	lingua	lengua	língua	linguam
limbric	lombric	lombrico	lombriz	lombriga	lumbrīcum
limită	limite	limite	limite	limite	līmitem
linte	lente	lente	lente	lente	lentem
livră	livre	libbra	libra	libra	lībram
literal	littéral	letterale	literal	literal	litterālem
literar	littéraire	letterario	literario	literário	litterārium
literatură	littérature	letteratura	literatura	literatura	litterātūram
litigios	litigieux	litigioso	litigioso	litigioso	lītigiōsum
livid	livide	livido	lívido	lívido	līvidum
libera	libérer	liberare	liberar	liberar	līberāre
loc	lieu	luogo	luego	logo	locum
longevitate	longévité	longevità	longevidad	longevidade	longaevitātem
loțiune	lotion	lozione	loción	loção	lōtiōnem
luci	luire	lucere	lucir	luzir	lūcēre
lucrativ	lucratif	lucrativo	lucrativo	lucrativo	lucrātīvum
lugubru	lugubre	lúgubre	lúgubre	lúgubre	lūgubrem
lume	lumière	lume	lumbre	lume	lūmen
lună	lune	luna	luna	lua	lūnam
lunatic	lunatique	lunatico	lunático	lunático	lūnāticum
lung	long	lungo	luengo	longo	longum
lup	loup	lupo	lobo	lobo	lupum
luptă	lutte	lotta	lucha	luta	luctam
lustrație	lustration	lustrazione	lustración	lustração	lustrātiōnem
macera	macérer	macerare	macerar	macerar	mācerāre
macerație	macération	macerazione	maceración	maceração	mācerātiōnem
macerațiune	macération	macerazione	maceración	maceração	mācerātiōnem
macru	maigre	magro	magro	magro	macrum
măduvă	meolle	midollo	meollo	miolo	medullam
magie	magie	magia	magia	magia	magiam
magisteriu	magistère	magistero	magisterio	magistério	magisterium
magistral	magistral	magistrale	magistral	magistral	magistrālem
magistrat	magistrat	magistrato	magistrado	magistrado	magistrātum
magnetic	magnétique	magnetico	magnético	magnético	magnēticum
magnific	magnifique	magnifico	magnífico	magnífico	magnificum
magnificență	magnificence	magnificenza	magnificencia	magnificência	magnificentiam
mai	mai	maggio	mayo	maio	maium
iulie	juillet	luglio	julio	julho	iūlium
august	auguste	agosto	augusto	augusto	augustum
septembrie	septembre	settembre	septiembre	setembro	septembrem
octombrie	octobre	ottobre	octubre	outubro	octōbrem
noiembrie	novembre	novembre	noviembre	novembro	novembrem
decembrie	décembre	dicembre	diciembre	dezembro	decembrem
ianuarie	janvier	gennaio	enero	janeiro	iānuārium
făurar	février	febbraio	febrero	fevereiro	februārium
marț	mars	marzo	marzo	março	martium
aprilie	avril	aprile	abril	abril	aprīlem
iunie	juin	giugno	junio	junho	iūnium
maiestate	majesté	maestà	majestad	majestade	māiestātem
major	majeur	maggiore	mayor	maior	māiōrem
maleabil	malléable	malleabile	maleable	maleável	malleābilem
malefic	maléfique	malefico	maléfico	maléfico	maleficum
maleolă	malléole	malleolo	maléolo	maléolo	malleolum
malignitate	malignité	malignità	malignidad	malignidade	malignitātem
maliție	malice	malizia	malicia	malícia	malitiam
mamă	maman	mamma	mama	mama	mammam
mandat	mandat	mandato	mandato	mandato	mandātum
mandibulă	mandibule	mandibola	mandíbula	mandíbula	mandibulam
manevră	manoeuvre	manovra	maniobra	manobra	manuoperam
manivelă	manivelle	manovella	manivela	manivela	manubellam
manta	manteau	mantello	mantilla	mantilha	mantellum
mantisă	mantisse	mantissa	mantisa	mantissa	mantissam
manual	manuel	manuale	manual	manual	manuālem
margine	marge	margine	margen	margem	marginem
mărinimie	magnanimité	magnanimità	magnanimidad	magnanimidade	magnanimitātem
mărinimos	magnanime	magnanimo	magnánimo	magnânimo	magnanimum
marin	marin	marino	marino	marino	marīnum
maritim	maritime	marittimo	marítimo	marítimo	maritimum
marmeladă	marmelade	marmellata	membrillo	marmelada	melimēlum
marmură	marbre	marmo	mármol	mármore	marmorem
marțial	martial	marziale	marcial	marcial	martiālem
martir	martyr	martire	mártir	mártir	martyrem
martiriu	martyre	martirio	martirio	martírio	martyrium
mărunt	menu	minuto	menudo	miudo	minūtum
mașinație	machination	macchinazione	maquinación	maquinação	māchinātiōnem
masticațiune	mastication	masticazione	masticación	mastigação	masticātiōnem
matematic	mathématique	matematica	matemática	matemática	mathēmaticam
material	matériel	materiale	material	material	māteriālem
materie	matière	materia	madera	madeira	māteriam
imaterial	immatériel	immateriale	inmaterial	imaterial	immateriālem
mamă	mère	madre	madre	mãe	mātrem
mătrice	matrice	matrice	matriz	matriz	mātrīcem
matrimonial	matrimonial	matrimoniale	matrimonial	matrimonial	mātrimōniālem
matroană	matrone	matrona	matrona	matrona	mātrōnam
mausoleu	mausolée	mausoleo	mausoleo	mausoléu	mausōlēum
măsea	mâchoire	mascella	mejilla	maxila	maxillam
maxim	maxim	massimo	máximo	máximo	maximum
maximă	maxime	massima	máxima	máxima	maximam
mecanic	mécanique	mecanico	mecánico	mecânico	mēchanicum
mediastin	médiastin	mediastino	mediastino	mediastino	mediastīnum
mediație	médiation	mediazione	mediación	mediação	mediātiōnem
mediator	médiateur	mediatore	mediador	mediador	mediātōrem
medic	meige	medico	médico	médico	medicum
medicație	médication	medicazione	medicación	medicação	medicātiōnem
medicațiune	médication	medicazione	medicación	medicação	medicātiōnem
medicină	médecine	medicina	medicina	medicina	medicīnam
mediocritate	médiocrité	mediocrità	mediocridad	mediocridade	mediocritātem
mediocru	médiocre	mediocre	mediocre	medíocre	mediōcrem
medita	méditer	meditare	meditar	meditar	meditārī
meditație	méditation	meditazione	meditación	meditação	meditātiōnem
medulo	médullo	midollo	médula	medula	medullam
meu	mon	mio	mío	meu	mēum
mei	mil	miglio	mijo	milho	milium
melancolie	mélancolie	melancolia	melancolía	melancolia	melancholiam
membră	membre	membro	miembro	membro	membrum
membrană	membrane	membrana	membrana	membrana	membrānam
memorabil	mémorable	memorabile	memorable	memorável	memorābilem
memorie	mémoire	memoria	memoria	memória	memoriam
imemorial	immémorial	immemorale	inmemorial	imemorial	immemorālem
memorial	mémorial	memoriale	memorial	memorial	memorālem
menstrual	menstruel	mestruale	menstrual	menstrual	mēnstruālem
mental	mental	mentale	mental	mental	mentālem
minut	minute	minuto	minuto	minuto	minūtum
mercenar	mercenaire	mercenario	mercenario	mercenário	mercēnārium
meridian	méridien	meridiano	meridiano	meridiano	merīdiānum
mierlă	merle	merlo	merlo	melro	merulam
mastica	mâcher	masticare	masticar	mascar	masticāre
metaforă	métaphore	metafora	metáfora	metáfora	metaphoram
metalic	métallique	metallico	metálico	metálico	metallicum
mixt	mixte	misto	mesto	misto	mixtum
metod	méthode	metodo	método	método	methodum
metonimie	métonymie	metonimia	metonimia	metonímia	metōnymiam
metropolitan	métropolitain	metropolitano	metropolitano	metropolitano	mētropolītānum
miere	miel	miele	miel	mel	mel
migrațiune	migration	migrazione	migración	migração	migrātiōnem
milenar	millénaire	millenario	milenario	milenar	mīllēnārium
militar	militaire	militare	militar	militar	mīlitārem
miliție	milice	milizia	milicia	milícia	mīlitiam
mim	mime	mimo	mimo	mimo	mīmum
mină	mine	mina	mina	mina	minam
minciună	mensonge	menzogna	mención	menção	mentiōnem
minți	mentir	mentire	mentir	mentir	mentīrī
miniatură	miniature	miniatura	miniatura	miniatura	miniāturam
minim	minime	minimo	mínimo	mínimo	minimum
ministru	ministre	ministro	ministro	ministro	ministrum
miniu	minium	minio	minio	mínio	minium
minor	mineur	minore	menor	menor	minorem
mintă	menthe	menta	menta	menta	mentham
minte	ment	mente	mente	mente	mentem
minuscul	minuscule	minuscolo	minúsculo	minúsculo	minusculum
mira	mirer	mirare	mirar	mirar	mīrārī
admira	admirer	ammirare	admirar	admirar	admīrārī
miscelaneă	miscellanée	miscellanea	miscelánea	miscelânea	miscellāneam
misiune	mission	missione	misión	missão	missiōnem
mister	mystère	mistero	misterio	mistério	mystērium
mitologie	mythologie	mitologia	mitología	mitologia	mȳthologiam
mizerie	misère	miseria	miseria	miséria	miseriam
moale	mou	molle	muelle	molle	mollem
moară	meule	mola	muela	mó	molam
mort	mort	morto	muerto	morto	mortuum
moarte	mort	morte	muerte	morte	mortem
mobil	meuble	mobile	móvil	móvel	mōbilem
mobilitate	mobilité	mobilità	movilidad	mobilidade	mōbilitātem
mod	mode	modo	modo	modo	modum
moderație	modération	moderazione	moderación	moderação	moderātiōnem
moderațiune	modération	moderazione	moderación	moderação	moderātiōnem
modern	moderne	moderne	moderno	moderno	modernum
modest	modeste	modesto	modesto	modesto	modestum
modestie	modestie	modestia	modestia	modéstia	modestiam
modul	module	modulo	módulo	módulo	modulum
modifica	modifier	modificare	modificar	modificar	modificāre
modulație	modulation	modulazione	modulación	modulação	modulātiōnem
modulațiune	modulation	modulazione	modulación	modulação	modulātiōnem
molesta	molester	molestare	molestar	molestar	molestāre
molibden	molybdène	molibdeno	molibdeno	molibdênio	molybdaenum
moment	moment	momento	momento	momento	mōmentum
momentan	momentané	momentaneo	momentáneo	momentâneo	mōmentāneum
monah	moine	monaco	monge	monje	monachum
monahal	monacal	monacale	monacal	monacal	monachālem
monarh	monarque	monarca	monarca	monarca	monarchum
monarhie	monarchie	monarchia	monarquía	monarquia	monarchiam
monoclu	monocle	monocolo	monóculo	monóculo	monoculum
monogamie	monogamie	monogamia	monogamia	monogamia	monogamiam
monosilabă	monosyllabe	monosillabo	monosílabo	monossílabo	monosyllabum
monstru	monstre	mostro	monstruo	monstro	mōnstrum
monstruos	monstrueux	mostruoso	monstruoso	monstruoso	monstruōsum
montan	montagne	montagna	montaña	montanha	montanum
monument	monument	monumento	monumento	monumento	monumentum
monumental	monumental	monumentale	monumental	monumental	monumentālem
morbid	morbide	morbido	mórbido	mórbido	morbidum
mortal	mortel	mortale	mortal	mortal	mortālem
mortificațiune	mortification	mortificazione	mortificación	mortificação	mortificātiōnem
motor	moteur	motore	motor	motor	mōtōrem
muc	mucus	moccio	moco	monco	mūcum
muiere	moillier	moglie	mojar	molher	mulierem
mult	moult	molto	mucho	muito	multum
multiform	multiforme	multiforme	multiforme	multiforme	multifōrmem
multiplica	multiplier	moltiplicare	multiplicar	multiplicar	multiplicāre
multiplicator	multiplicateur	moltiplicatore	multiplicador	multiplicador	multiplicātōrem
multiplicitate	multiplicité	molteplicità	multiplicidad	multiplicidade	multiplicitātem
multiplu	multiple	multiple	múltiple	múltiple	multiplex
munte	mont	monte	monte	monte	montem
munte	montagne	montagna	montaña	montanha	montanum
mur	mûre	moro	moro	moro	mōrum
amur	amour	amore	amor	amor	amōrem
mur	mur	muro	muro	muro	mūrum
maur	maure	moro	moro	mouro	maurum
maură	mourée	mora	mora	moura	mauram
murmura	murmurer	mormorare	murmurar	murmurar	murmurāre
murmur	murmure	mormorio	murmúrio	murmurio	murmur
mușchi	mousc	muschio	musgo	musgo	mūscum
muta	muter	mutare	mudar	mudar	mūtāre
mutabil	mutable	mutabile	mudable	mutável	mūtābilem
mutabilitate	mutabilité	mutabilità	mutabilidad	mutabilidade	mūtābilitātem
mutație	mutation	mutazione	mutación	mutação	mūtātiōnem
mutila	mutiler	mutilare	mutilar	mutilar	mutilāre
mutism	mutisme	mutismo	mutismo	mutismo	mūtismum
mut	muet	muto	mudo	mudo	mūtum
muzeu	musée	museo	museo	museu	mūsēum
muzică	musique	musica	música	música	mūsicam
naiadă	naïade	naiade	náyade	náiade	nāiadem
nap	navet	napo	nabo	nabo	nāpum
nară	narine	narice	nariz	nariz	nārem
nara	narrer	narrare	narrar	narrar	nārrāre
narator	narrateur	narratore	narrador	narrador	narrātōrem
nard	nard	nardo	nardo	nardo	nardum
naște	naître	nascere	nacer	nascer	nāscēre
nație	nation	nazione	nación	nação	nātiōnem
nativ	natif	nativo	nativo	nativo	nātīvum
natural	naturel	naturale	natural	natural	nātūrālem
naturalitate	naturalité	naturalità	naturalidad	naturalidade	nātūrālitātem
naufragiu	naufrage	naufragio	naufragio	naufrágio	naufragium
nausea	nausée	nausea	náusea	náusea	nauseam
nautic	nautique	nautico	náutico	náutico	nauticum
naval	naval	navale	naval	naval	nāvālem
navigabil	navigable	navigabile	navegable	navegável	nāvigābilem
navigație	navigation	navigazione	navegación	navegação	nāvigātiōnem
navigațiune	navigation	navigazione	navegación	navegação	nāvigātiōnem
nea	noif	neve	nieve	neve	nivem
neagră	noir	nero	negro	negro	nigrum
nebulos	nebuleux	nebuloso	nebuloso	nebuloso	nebulōsum
nebulozitate	nébulosité	nebulosità	nebulosidad	nebulosidade	nebulōsitātem
necesar	nécessaire	necessario	necesario	necessário	necessārium
necesitate	nécessité	necessità	necesidad	necessidade	necessitātem
nefritic	néphrétique	nefritico	nefrítico	nefrítico	nephriticum
neg	nevus	neo	nevus	nevo	naevum
negație	negation	negazione	negación	negação	negātiōnem
negativ	negatif	negativo	negativo	negativo	negātīvum
negocia	négocier	negoziare	negociar	negociar	negōtiārī
negociator	négociateur	negoziatore	negociador	negociador	negōtiātōrem
nepoată	neveu	nipote	nebod	nepote	nepōtem
neted	net	netto	nidio	nédio	nitidum
neutro	neutro	neutro	neutro	neutro	neutrum
niciun	neisune	nessuno	ninguno	ninguém	nēipseūnum
nihilism	nihilisme	nichilismo	nihilismo	niilismo	nihilismum
nisetru	esturgeon	storione	esturión	esturjão	sturiōnem
un	un	uno	uno	um	ūnum
nitro	nitro	nitro	nitro	nitro	nitrum
nitros	nitreux	nitroso	nitroso	nitroso	nitrōsum
noapte	nuit	notte	noche	noite	noctem
noastră	notre	nostra	nuestro	nosso	nostrum
nobil	noble	nobile	noble	nobre	nōbilem
nocturn	nocturne	notturno	nocturno	noturno	nocturnum
înnoda	noeuder	annodare	añudar	enodar	innōdāre
nomenclatură	nomenclature	nomenclatura	nomenclatura	nomenclatura	nōmenclātūram
nominal	nominal	nominale	nominal	nominal	nōminālem
nominativ	nominatif	nominativo	nominativo	nominativo	nōminātīvum
nouălea	neuvième	nono	nono	nono	nōnum
noră	nuere	noura	nuera	nora	nurum
normal	normal	normale	normal	normal	normālem
notar	notaire	notaio	notario	notário	notārium
notație	natation	notazione	notación	notação	notātiōnem
notațiune	notation	notazione	notación	notação	notātiōnem
notifica	notifier	notificare	notificar	notificar	notificāre
noțiune	notion	nozione	noción	noção	nōtiōnem
notă	note	nota	nota	nota	nōtam
noutate	nouvelle	novità	novedad	novidade	novitātem
nu	non	no	no	nao	nōn
nubil	nubile	nubile	núbil	núbil	nūbilem
nuc	noix	noce	nuez	noz	nucem
nucleol	nucléole	nucleolo	nucléolo	nucléolo	nūcleolum
nucleu	nucléus	nucleo	núcleo	núcleo	nūcleum
nud	nu	nudo	desnudo	nu	nūdum
nul	nul	nullo	nulo	nulo	nūllum
nume	nom	nome	nombre	nome	nōminem
numeral	numeral	numerale	numeral	numeral	numerālem
nupțial	nuptial	nuziale	nupcial	nupcial	nuptiālem
nutație	nutation	nutazione	nutación	nutação	nūtātiōnem
oameni	homme	uomo	hombre	homem	hominem
oară	heure	ora	hora	hora	hōram
oaste	ost	oste	hueste	hoste	hostem
oază	oasis	oasi	oasis	oásis	oasis
obediență	obédience	obbedienza	obediencia	obediência	obēdientiam
obelisc	obélisque	obelisco	obelisco	obelisco	obeliscum
obez	obèse	obeso	obeso	obeso	obēsum
obezitate	obésité	obesità	obesidad	obesidade	obēsitātem
oblic	oblique	obliquo	oblicuo	oblíquo	oblīquum
oblicitate	oblicité	obliquità	oblicuidad	obliquidade	oblīquitātem
obligatoriu	obligatoire	obbligatorio	obligatorio	obrigatório	obligātōrium
oblong	oblong	oblungo	oblongo	oblongo	oblongum
obscen	obscene	osceno	obsceno	obsceno	obscēnum
obscenitate	obscénité	oscenità	obscenidad	obscenidade	obscēnitātem
obscuritate	obscurité	oscurità	oscuridad	obscuridade	obscūritātem
observabil	observable	osservabile	observable	observável	observābilem
observație	observation	osservazione	observación	observação	observātiōnem
observațiune	observation	osservazione	observación	observação	observātiōnem
observator	observateur	osservatore	observador	observador	observātōrem
obsesie	obsession	ossessione	obsesión	obsessão	obsessiōnem
obsidian	obsidiane	ossidiana	obsidiana	obsidiana	obsidianam
obstacol	obstacle	obstacolo	obstáculo	obstáculo	obstāculum
obstrucție	obstruction	ostruzione	obstrucción	obstrução	obstructiōnem
obtura	obturer	otturare	obturar	obturar	obtūrāre
obturație	obturation	otturazione	obturación	obturação	obtūrātiōnem
ocean	océan	oceano	océano	oceano	ōceanum
ochi	oeil	occhio	ojo	olho	oclum
ocru	ocre	ocra	ocre	ocre	ochram
octant	octant	ottante	octante	oitante	octantem
octogenar	octogénaire	ottuagenario	octogenario	octogenário	octōgēnārum
ocult	occulte	occulto	oculto	oculto	occultum
ocultație	occultation	occultazione	ocultación	ocultação	occultātiōnem
ocupa	occuper	occupare	ocupar	ocupar	occupāre
ocupație	occupation	occupazione	ocupación	ocupação	occupātiōnem
odios	odieux	odioso	odioso	odioso	odiōsum
odorifer	odoriférante	odorifero	odorífero	odorífero	odōriferum
ieli	huile	olio	óleo	óleo	oleum
oliv	olive	olíva	oliva	oliva	olīvam
omisiune	omission	omissione	omisión	omissão	omissiōnem
omite	omettre	omettere	omitir	omitir	omittēre
omnipotent	omnipotent	omnipotente	omnipotente	onipotente	omnipotentem
oneros	onéreux	oneroso	oneroso	oneroso	onerōsum
onest	honnête	onesto	honesto	honesto	honestum
onora	honorer	onorare	honrar	honrar	honōrāre
opac	opaque	opaco	opaco	opaco	opācum
opacitate	opacité	opacità	opacidad	opacidade	opācitātem
opal	opale	ópalo	ópalo	opalo	opalum
operă	opera	opera	ópera	ópera	operam
operat	opérer	operare	operar	operar	operāre
operație	opération	operazione	operación	operação	operātiōnem
operațiune	opération	operazione	operación	operação	operātiōnem
operatoare	opérateur	operatore	operador	operador	operātōrem
opercul	opercule	opercolo	opérculo	opérculo	operculum
opinare	opiner	opinare	opinaré	opinare	opīnārī
opinie	opinion	opinione	opinión	opinião	opīniōnem
opiu	opium	oppio	opio	ópio	opium
oportun	opportun	opportuno	oportuno	oportuno	opportūnum
opoziție	opposition	opposizione	oposición	oposição	oppositiōnem
opresiune	oppression	oppressione	opresión	opressão	oppressiōnem
oprima	opprimer	opprimere	oprimir	oprimir	opprimēre
opt	huit	otto	ocho	oito	octō
optare	opter	optare	optar	optar	optāre
