ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
râde	rire	ridere	reír	rir	ri:de:re
ridica	-	-	rodrigón	-	ridicam
-	rigidité	-	-	-	rigidita:tem
rigid	rigide	rigido	rígido	rígido	rigidum
-	-	-	regar	regar	riga:re
-	-	rigoroso	riguroso	rigoroso	rigorosum
-	-	-	reñir	-	ringi:
râpă	rive	riva	riba	riba	ri:pam
râs	ris	riso	risa	riso	ri:sum
rit	rite	rito	rito	rito	ri:tum
-	-	rivolo	-	-	ri:vulum
râu	ru	rivo	río	rio	ri:vum
-	rixe	rissa	rija	rixa	rixam
ruginos	rubigineux	rubiginoso	-	rubiginoso	ro:bi:gino:sum
rugină	rouille	-	robín	rubigem	ro:bi:ginem
-	rouvre	rovere	roble	roble	ro:bur
roade	-	rodere	roer	roer	ro:dere
rugăminte	-	-	-	-	roga:mentum
-	-	-	rogador	-	roga:to:rem
ruga	-	rogare	rogar	rogar	roga:re
rug	-	rogo	-	-	rogum
roman	romain	romano	romano	romão	ro:ma:num
roura	-	-	rorar	rorar	ro:ra:re
rouă	rorique	rugiada	-	-	ro:rem
rozmarin	romarin	rosmarino	-	rosmarinho	ro:smari:num
-	-	-	rucio	ruço	ro:scidum
rozmarin	romarin	rosmarino	rosmarino	rosmaninho	ro:remmari:num
rost	rostre	rostro	rostro	rostro	ro:strum
-	rouelle	rotella	rodilla	rodela	rotellam
-	rôder	rotare	rotar	rotar	rota:re
roibă	-	robbia	rubia	ruiva	rubiam
-	rubicond	-	-	-	rubicundum
-	-	-	rubor	rubor	rubo:rem
-	rubrique	rubrica	rúbrica	rubrica	rubri:cam
rug	-	rovo	-	-	rubum
-	roter	ruttare	rutar	-	ructa:re
-	rot	rutto	-	arroto	ru:ctum
-	rude	rude	rudo	rude	rudem
-	-	rudere	-	-	ru:dus
-	-	rufo	rufo	-	ru:fum
-	rue	ruga	ruga	ruga	ru:gam
rugi	rugir	ruggire	rugir	rugir	ru:gi:re
-	rugueux	-	rugoso	-	ru:go:sum
ruinos	ruineux	rovinoso	ruinoso	ruinoso	rui:no:sum
-	ronce	romice	romaza	-	rumicem
-	ruminer	ruminare	-	ruminar	ru:mina:ri:
-	rumeur	rumore	rumor	rumor	ru:mo:rem
rupe	-	rompere	-	-	rumpere
-	-	-	runa	-	ru:nam
-	ruer	-	ruir	ruir	ruere
-	-	rupe	rupe	-	ru:pem
-	ruche	-	-	-	ruscam
-	-	rusticano	-	rusticano	ru:stica:num
rută	rue	ruta	ruda	arruda	ru:tam
-	râble	-	-	-	ruta:bulum
-	-	-	rutilar	rutilar	rutila:re
-	-	-	-	rútilo	rutilum
-	-	-	-	rodo	rutrum
-	-	-	sábana	-	sabanum
-	sabbatisme	-	-	-	sabbatismum
sâmbătă	-	sabato	sábado	sábado	sabbatum
-	sablon	sabbione	sablón	-	sabulo:nem
-	sable	sabbia	-	saibro	sabulum
-	-	zavorra	saburra	saburra	saburram
-	-	saccarino	-	-	saccharum
săcui	saccule	sacculo	-	sáculo	sacculum
sacru	-	sacro	sacro	sacro	sacrum
sacerdot	-	sacerdote	sacerdote	sacerdote	sacerdo:tem
sacerdoțiu	sacerdoce	sacerdozio	sacerdocio	sacerdócio	sacerdo:tium
-	-	sagoma	-	-	sa:co:ma
-	sacramental	sacramentale	-	-	sacra:menta:lem
-	-	sacrario	sagrario	sacrário	sacra:rium
-	-	-	-	sagração	sacra:tio:nem
-	-	sacrificale	-	-	sacrifica:lem
-	sacrificateur	sacrificatore	sacrificador	sacrificador	sacrifica:to:rem
sacrificiu	sacrifice	sacrificio	sacrificio	sacrifício	sacrificium
-	-	-	-	sacrifículo	sacrificulum
-	-	sacrifico	-	-	sacrificum
sacrileg	sacrilège	sacrilego	sacrílego	sacrílego	sacrilegum
-	-	-	-	sacristia	sacristiam
sacra	sacrer	sacrare	-	sagrar	sacra:re
-	-	siepe	sebe	sebe	saepem
-	-	-	-	seto	saeptum
-	soie	seta	seda	seta	saetam
-	sévir	-	-	-	saevi:re
-	-	saga	-	-	sa:gam
săgetar	sagittaire	sagittario	sagitario	sagitário	sagitta:rium
săgeta	-	saettare	-	sagitar	sagitta:re
-	somme	salma	-	-	sagmam
-	sommier	somiere	-	someiro	sagma:rium
-	sagochlamyde	-	-	-	sagochlamydem
-	salacité	-	salacidad	salacidade	sala:cita:tem
salariu	salaire	salario	salario	salário	sala:rium
-	salace	salace	-	-	sala:cem
sălcet	saussaie	saliceto	salcedo	-	salice:tum
sănină	-	salina	salina	salina	sali:nam
-	-	salivare	salivar	-	sali:va:re
salcie	-	salice	salce	salgueiro	salicem
-	-	salsa	salsa	salsa	salsam
saltație	saltation	saltazione	saltación	-	salta:tio:nem
sălta	sauter	saltare	saltar	saltar	salta:re
salt	saut	salto	soto	souto	saltum
-	salubre	salubre	salubre	salubre	salu:brem
-	salubrité	salubrità	salubridad	salubridade	salu:brita:tem
salut	salut	salute	salud	saúde	salu:tem
-	salutaire	salutare	-	salutar	salu:ta:rem
salutație	salutation	salutazione	saludación	saudação	salu:ta:tio:nem
-	saluer	salutare	saludar	saudar	salu:ta:re
-	-	salvifico	-	-	salvificum
salva	sauver	salvare	salvar	salvar	salva:re
-	sauf	salvo	salvo	salvo	salvum
soc	sureau	sambuco	sabuco	sabuco	sambu:cum
-	-	sansa	-	-	sampsam
-	-	sanabile	sanable	-	sa:na:bilem
-	sanation	sanazione	sanación	-	sa:na:tio:nem
-	-	sancire	-	-	sanci:re
-	sanction	-	sanción	sanção	sa:nctio:nem
-	sainteté	santità	santidad	santidade	sa:nctita:tem
sânt	saint	santo	santo	santo	sa:nctum
-	-	sandone	-	-	sando:ne:s
-	sanguinaire	sanguinario	sanguinario	-	sanguina:rium
sângera	saigner	sanguinare	sangrar	sangrar	sanguina:re
-	sanguinolent	sanguinolento	sanguinolento	-	sanguinolentum
sângeros	-	sanguinoso	sanguinoso	sanguinoso	sanguino:sum
-	-	sanguisuga	-	-	sanguisu:gam
-	-	-	sanies	sânie	saniem
-	-	sanare	sanar	sarar	sa:na:re
sănătos	sain	sano	sano	são	sa:num
-	sapide	-	sabio	sábio	sapidum
sapiență	sapience	sapienza	sapiencia	-	sapientiam
-	savoir	sapere	saber	saber	sapere
săpun	savon	sapone	jabón	sabão	sa:po:nem
savoare	saveur	sapore	sabor	sabor	sapo:rem
-	sapin	-	-	-	sappinum
sarcină	-	sarcina	sarcina	-	sarcinam
-	-	-	surcir	cerzir	sarci:re
-	-	sarchio	sacho	sacho	sarculum
-	-	sardonice	-	-	sardonycha
-	sar	sarago	sargo	sargo	sargum
-	sarment	sarmento	sarmiento	sarmento	sarmentum
-	-	-	serpollo	-	sarpere
-	satellite	satellite	satélite	-	satellitem
-	rassasier	-	saciar	saciar	satia:re
-	-	satira	-	sátira	satiram
-	satirique	satirico	satírico	satírico	satiricum
satisface	-	-	-	satisfazer	satisfacere
satisfacție	satisfaction	soddisfazione	satisfacción	satisfação	satisfactio:nem
-	-	-	sativo	-	sati:vum
-	-	saturo	-	-	saturum
-	sarriette	santoreggia	-	-	sature:iam
satura	saturer	saturare	saturar	saturar	satura:re
satir	satyre	satiro	sátiro	sátiro	satyrum
-	-	-	-	sáxeo	saxeum
-	-	sasso	sajo	seixo	saxum
scabie	-	scabbia	-	-	scabiem
scalar	escalier	scalare	escalar	escaleira	sca:la:rem
-	-	scalpello	escalpelo	escalpelo	scalpellum
-	escoupro	-	escoplo	escopro	scalprum
-	-	scamonea	-	-	scammo:neam
-	-	scamonio	-	-	scammo:nium
scaun	-	scanno	escaño	escanho	scamnum
-	scander	scandire	escandir	escandir	scandere
scândură	-	scandola	escanda	-	scandulam
scapulă	-	scapola	escápula	escápula	scapulam
-	-	-	-	escapo	scapum
-	escarbot	scarabeo	escarabajo	escaravelho	scarabaeum
-	scénique	scenico	-	-	sce:nicum
-	-	scheda	-	-	schedam
-	cédule	-	cédula	cédula	schedulam
școală	-	-	shul	-	scholam
-	écolier	scolaro	escolar	escolar	schola:rem
-	scolastique	scolastico	escolástico	-	scholasticum
științific	scientifique	scientifico	científico	científico	scientificum
scinda	scinder	scindere	escindir	cindir	scindere
scânteie	étincelle	scintilla	centella	centelha	scintillam
scânteia	étinceler	scintillare	centellar	centelhar	scintilla:re
ști	-	-	-	-	sci:re
-	scirpe	scirpo	-	-	scirpum
-	-	scissile	-	-	scissilem
-	scission	-	-	-	scissio:nem
știur	écureuil	scoiattolo	esquilo	esquilo	sciu:rum
scolopendră	-	scolopendra	escolopendra	-	scolopendram
-	-	sgombro	-	-	scombrum
-	-	scomma	-	-	sco:mma
-	-	scopa	escoba	escova	sco:pam
-	-	scopare	escobar	escovar	scopere
-	-	scopula	-	-	sco:pulam
-	écueil	scoglio	escollo	escolho	scopulum
scoare	scorie	scoria	escoria	escória	sco:riam
-	-	scorpena	-	-	scorpaenam
scoarță	écorce	scorza	-	-	scorteam
-	-	-	escuerzo	-	scorteum
scoția	écosse	scozia	escocia	escócia	scotiam
-	scribe	scriba	escriba	escriba	scri:bam
-	écrin	scrigno	-	escrínio	scri:nium
-	-	-	escritor	-	scri:pto:rem
-	-	scrittrice	-	-	scri:ptri:cem
-	écrit	-	escrito	escrito	scri:ptum
scriptură	écriture	scrittura	escritura	escritura	scri:ptu:ram
scorbură	-	-	-	-	scrobem
scroafă	-	scrofa	-	-	scro:fam
-	scrupuleux	scrupuloso	escrupuloso	escrupuloso	scru:pulo:sum
-	-	scrutinio	escudriñar	escrutínio	scru:tinium
-	-	scrutare	escrutar	-	scru:ta:re
-	scruter	-	escrutar	escrutar	scru:ta:ri:
-	-	-	escurra	escurra	scurram
-	scurrile	scurrile	-	-	scurri:lem
scutier	écuyer	scudiero	escudero	escudeiro	scu:ta:rium
-	écuelle	scodella	escudilla	escudela	scutellam
-	-	scudiscio	-	-	scuticam
scut	écu	scudo	escudo	escudo	scu:tum
se	si	sé	se	se	se:
secară	seigle	segale	-	-	seca:le
-	sécréter	secernere	secretar	secretar	se:cernere
-	scier	segare	segar	segar	seca:re
-	-	secondare	-	-	secunda:re
secure	-	scure	segur	segure	secu:rem
sigur	sûr	-	-	-	se:cu:rum
ședea	seoir	sedere	sentar	sentar	sede:re
-	-	sede	sede	sede	se:dem
-	-	sedare	sedar	sedar	se:da:re
-	-	-	-	sédulo	se:dulum
-	-	-	-	segnícia	segnitiam
-	ségréger	segregare	segregar	segregar	se:grega:re
-	-	seme	semen	-	se:men
-	-	-	semiforme	-	se:mifo:rmem
-	-	semiminima	-	-	se:miminimam
-	-	-	-	sempiternidade	sempiternita:tem
-	-	sempiterno	sempiterno	sempiterno	sempiternum
senat	sénat	senato	senado	senado	sena:tum
-	-	-	zuzón	-	senecio:nem
-	-	senetta	-	-	senectam
-	-	senettute	senectud	-	senectum
-	-	sene	sene	-	senem
senzaţie	sensation	sensazione	sensación	sensação	se:nsa:tio:nem
-	-	sensato	-	-	se:nsa:tum
senzualitate	sensualité	sensualità	sensualidad	sensualidade	sensua:lita:tem
sens	sens	senso	seso	senso	se:nsum
simți	sentir	sentire	sentir	sentir	senti:re
separa	séparer	separare	separar	separar	se:para:re
-	ensevelir	seppellire	sepultar	sepultar	sepeli:re
-	seiche	-	-	-	se:piam
-	-	settenne	-	-	septennem
septentrion	septentrion	settentrione	septentrión	setentrião	septentrio:nem
septentrional	septentrional	settentrionale	septentrional	setentrional	septentrio:na:lem
-	septique	-	-	-	se:pticum
săptămână	-	settimana	-	-	septima:nam
-	sépulcre	sepolcro	sepulcro	-	sepulcrum
-	sépulture	sepoltura	sepultura	sepultura	sepultu:ram
-	-	seguace	secuaz	sequaz	sequa:cem
secvență	séquence	sequenza	secuencia	sequência	sĕquentĭam
-	séraphique	serafico	seráfico	seráfico	seraphicum
însenina	-	serenare	serenar	serenar	sere:na:re
-	-	serico	sirgo	sirgo	se:ricum
serios	sérieux	serioso	-	-	se:rio:sum
-	sermon	sermone	sermón	sermão	sermo:nem
-	serrer	serrare	cerrar	cerrar	serere
-	-	serotino	serótino	serôtino	se:ro:tinum
-	serpentin	serpentino	serpentino	-	serpenti:num
-	-	-	sierra	serra	serram
-	-	-	serrín	serragem	serra:ginem
-	-	-	serrar	serrar	serra:re
zer	sérum	siero	suero	soro	serum
seară	soir	sera	-	serão	se:rum
-	servant	serviente	sirviente	-	servientem
servil	servile	servile	servil	servil	servi:lem
-	servitude	-	servidumbre	servidão	servitu:dinem
-	-	servitù	servitud	servitude	servitu:tem
serba	-	servare	servar	-	serva:re
-	-	sescuncia	-	-	sescunciam
-	-	sesquipedale	sesquipedal	-	se:squipeda:lem
șes	sis	sesso	seso	sesso	sessum
-	sévérité	severità	severidad	severidade	seve:rita:tem
-	sévère	severo	severo	-	seve:rum
-	-	sestaio	-	-	sexta:rium
-	-	sesto	sexto	sexto	sextum
sexualitate	sexualité	sessualità	sexualidad	sexualidade	sexua:lita:tem
șuiera	subler	-	silbar	silvar	si:bila:re
-	sicaire	sicario	sicario	sicário	si:ca:rium
secetă	siccité	siccità	-	sicidade	siccita:tem
seceră	-	-	-	-	si:ci:lem
-	-	sidereo	sidéreo	sidéreo	si:dereum
sigila	sceller	-	sellar	selar	sigilla:re
sugel	sceau	suggello	sello	selo	sigillum
-	signification	-	-	-	significa:tio:nem
-	signer	segnare	señar	-	signa:re
-	-	selce	sílice	sílice	silicem
-	-	silicio	silicio	silício	silicium
-	-	siliquastro	-	-	siliquastrum
silvă	sylve	selva	selva	selva	silvam
sălbatic	sauvage	selvaggio	selvático	selvático	silva:ticum
-	-	-	silvestre	silvestre	silvestrem
-	-	silvicolo	-	-	silvicolum
-	-	selvoso	-	-	silvo:sum
-	singe	scimmia	jimia	-	si:miam
seamăn	-	simile	símil	símil	similem
-	similitude	-	-	-	similitu:dinem
semăna	sembler	somigliare	semejar	semelhar	simila:re
-	singe	scimmia	simio	símio	si:mium
simplifica	-	-	simplificar	simplificar	simplifica:ri:
-	simultaneum	-	-	-	simulta:neum
sincer	sincère	sincero	sincero	sincero	since:rum
-	sinciput	-	-	sinciput	sinciput
sughiț	sanglot	-	sollozo	soluço	singultum
-	-	-	-	sino	sinere
sân	sein	seno	seno	seno	sinum
-	-	sipario	-	-	siparium
sista	-	-	-	-	sistere
-	sistre	-	-	-	si:strum
sete	soif	sete	sed	sede	sitem
situlă	seille	situla	-	sítula	situlam
-	site	sito	sitio	sítio	situm
smarald	émeraude	smeraldo	esmeralda	esmeralda	smaragdum
-	-	smilace	-	-	smi:lacem
-	-	-	sobrino	sobrinho	so:bri:num
-	-	-	zueco	soco	soccum
socru	-	suocero	suegro	sogro	socerum
soacră	-	suocera	suegra	sogra	socrum
-	-	sodalizio	-	-	soda:licium
-	sodalité	sodalità	sodalidad	-	soda:lita:tem
-	soulas	sollazzo	solaz	solaz	so:la:cium
solar	solaire	solare	solar	solar	so:la:rem
-	-	solarium	-	solário	so:la:rium
-	seuil	soglia	suela	solha	soleam
-	-	solere	soler	soer	sole:re
-	souder	solidare	solidar	solidar	solida:re
solid	sol	solido	sólido	sólido	solidum
-	soliloque	soliloquio	-	-	so:liloquium
-	solitude	-	soledumbre	solidão	so:litu:dinem
-	-	soglio	-	sólio	solium
solemn	solennel	solenne	solemne	solene	sollemnem
-	-	solerte	solerte	solerte	sollertem
-	sollicitation	sollecitazione	solicitación	solicitação	sollicita:tio:nem
-	solliciter	sollecitare	solicitar	solicitar	sollicita:re
-	sollicitude	sollecitudine	solicitud	solicitude	sollicitu:dinem
-	-	sollecito	solícito	solícito	sollicitum
sol	sol	solo	solo	-	solum
-	seul	solo	solo	-	so:lum
-	soluté	solto	suelto	solto	solu:tum
solvi	soudre	solvere	solver	solver	solvere
-	songeur	sognatore	soñador	sonhador	somnia:to:rem
-	-	sonnacchioso	-	soniculoso	somniculo:sum
somnifer	somnifère	sonnifero	somnífero	sonífero	somniferum
-	songer	sognare	soñar	sonhar	somnia:re
-	songe	sogno	sueño	sonho	somnium
-	somnolent	sonnolento	soñoliento	sonolento	somnolentum
somn	sommeil	sonno	sueño	sono	somnum
sunet	-	sonito	sonido	-	sonitum
sonor	sonore	sonoro	sonoro	sonoro	sono:rum
-	-	-	sonte	sonte	sontem
sun	son	suono	son	som	sonum
-	-	sopore	sopor	-	sopo:rem
șoarece	souris	sorice	sorce	-	so:ricem
soră	sœur	sorella	sor	-	soro:rem
-	sororité	-	sororidad	sororidade	soro:rita:tem
soartă	sort	sorte	suerte	sorte	sortem
-	-	sortilego	-	-	sortilegum
-	sortir	sortire	surtir	sortir	sorti:ri:
-	sortition	-	-	-	sorti:tio:nem
sparge	épardre	spargere	esparcir	espargir	spargere
-	-	-	esparto	-	spartum
-	espacer	spazzare	espaciar	espaçar	spatia:ri:
spatulă	épaule	spalla	espalda	-	spatulam
-	-	spatolato	-	-	spatula:tum
specie	épice	spezie	especie	espécie	speciem
-	spécifique	specifico	específico	específico	specificum
-	specimen	-	espécimen	espécime	specimen
-	-	specchio	-	espelho	speclum
-	spectacle	spettacolo	espectáculo	espetáculo	specta:culum
-	-	spettare	-	-	specta:re
speculativ	spéculatif	speculativo	especulativo	especulativo	specula:ti:vum
speculator	spéculateur	speculatore	especulador	especulador	specula:to:rem
-	-	specchio	espejo	espelho	speculum
-	-	spelta	espelta	-	speltam
-	spélonque	spelonca	espelunca	espelunca	spe:luncam
-	espérer	sperare	esperar	esperar	spe:ra:re
-	-	speme	-	-	spem
spinal	spinal	spinale	espinal	espinal	spi:na:lem
-	spinule	spilla	-	espínula	spi:nulam
-	-	-	-	espiráculo	spi:ra:culum
-	-	spirazione	-	-	spi:ra:tio:nem
-	respirer	spirare	espirar	-	spi:ra:re
-	épais	spesso	espeso	espesso	spissum
-	-	splendere	-	-	splende:re
spuză	-	-	-	-	spodium
-	spolier	spogliare	-	-	spolia:re
-	-	spoglio	-	espólio	spolium
-	-	-	esponja	esponja	spongiam
-	épouse	sposa	esposa	esposa	spo:nsam
-	épouser	sposare	-	esposar	spo:nsa:re
-	époux	sposo	esposo	esposo	spo:nsum
-	-	spòrta	espuerta	esporta	sportam
spuma	-	spumare	espumar	espumar	spu:ma:re
spumos	spumeux	spumoso	espumoso	espumoso	spu:mo:sum
-	-	-	-	espuir	spuere
spurca	-	sporcare	-	-	spurca:re
spurc	-	sporco	-	espurco	spurcum
șpur	-	spurio	espurio	espúrio	spurium
-	-	sputare	esputar	esputar	spu:ta:re
spută	-	sputo	esputo	esputo	spu:tum
-	squalide	-	escuálido	esquálido	squa:lidum
scal	squale	squalo	escualo	escalho	squa:lum
scamă	squame	squama	escama	escama	squa:mam
stabili	établir	stabilire	establecer	estabelecer	stabili:re
stabil	stable	stabile	estable	estável	stabilem
-	-	stagno	-	-	stagnum
staniu	étain	stagno	estaño	estanho	stannum
-	stapes	-	estápede	-	stapedem
-	statère	stadera	estatera	-	state:ram
-	étage	staggio	-	-	staticum
statuă	statue	statua	estatua	-	statuam
-	statuer	statuire	estatuir	estatuir	statuere
stat	été	stato	estado	estado	statum
-	stellaire	-	estelar	estelar	ste:lla:rem
-	-	stellato	-	-	stella:tum
-	-	stemma	-	-	stemma
-	-	-	estercolar	-	stercora:re
șterc	-	sterco	estiércol	esterco	stercus
-	-	sternere	-	-	sternere
-	-	stilla	-	-	stillam
-	-	stillicidio	-	-	stillicidium
-	-	-	estimulación	estimulação	stimula:tio:nem
-	-	stivare	estibar	-	sti:pa:re
-	stipuler	stipulare	estipular	-	stipula:ri:
stirpe	-	stirpe	estirpe	estirpe	stirpem
-	-	stolido	-	estólido	stolidum
-	stolon	-	-	-	stolo:nem
-	store	stuoia	estera	esteira	stoream
-	-	strage	estrago	estrago	stra:gem
stradă	-	strada	estrada	estrada	stra:tam
strat	estrade	strato	estrado	estrado	stra:tum
-	étrenne	strenna	estrena	estreia	stre:nam
-	-	-	estrenuidad	-	stre:nuita:tem
-	-	strenuo	-	estrénuo	stre:nuum
-	-	strepito	estrépito	estrépito	strepitum
-	-	stria	estria	-	striam
-	strider	stridere	-	-	stri:dere
strigă	stryge	strega	estriga	estriga	stri:gam
-	étrille	strigile	estrígil	-	strigilem
strânge	étreindre	stringere	estringir	estringir	stringere
-	-	strige	estrige	estrige	strigem
strup	estrope	stroppo	-	estrovo	stroppum
structură	structure	struttura	estructura	estrutura	structu:ram
strup	-	-	-	-	struppum
struț	autruche	struzzo	avestruz	avestruz	stru:thio:nem
studia	étudier	studiare	estudiar	estudar	stude:re
studiu	étude	studio	estudio	estúdio	studium
-	-	stolto	estulto	estulto	stultum
-	-	stupire	estuper	-	stupe:re
-	stupeur	-	-	-	stupo:rem
stupă	étoupe	stoppa	estopa	estopa	stuppam
-	-	stupratore	-	-	stu:pra:to:rem
-	stupre	stupro	estupro	estupro	stuprum
-	étourneau	storno	estornino	estorninho	sturnum
-	-	storace	-	estoraque	styracem
-	-	suadere	suadir	suadir	sua:de:re
-	suave	soave	suave	suave	sua:vem
-	suavité	soavità	suavidad	-	sua:vita:tem
salbă	-	-	-	-	subalbum
-	-	subdolo	-	-	subdolum
sui	subir	subire	subir	subir	subi:re
suber	subéreux	sughero	suberoso	sobreiro	su:berem
-	-	soggiacere	subyacer	-	subiace:re
-	sujétion	-	-	-	subiectio:nem
subiect	sujet	soggetto	sujeto	sujeito	subiectum
-	soudain	subitaneo	subitáneo	subitâneo	subita:neum
subit	subit	subito	súpito	súbito	subitum
subjuga	subjuguer	soggiogare	sojuzgar	subjugar	subiuga:re
-	subjuguer	-	subyugar	-	subjuga:re
-	soulever	sollevare	solevar	solevar	subleva:re
-	sublimation	sublimazione	sublimación	sublimação	subli:ma:tio:nem
-	-	somministrare	suministrar	-	subministra:re
-	semondre	-	-	-	submone:re
-	suborner	subornare	sobornar	subornar	subo:rna:re
surâde	sourire	sorridere	sonreír	sorrir	subri:de:re
-	-	surrogare	subrogar	-	subroga:re
-	-	subsannare	-	-	subsanna:re
-	souscrire	soscrivere	suscribir	subscrever	subscri:bere
-	-	susseguire	-	subseguir	subsequi:
-	subside	sussidio	subsidio	-	subsidium
substanță	substance	sostanza	substancia	-	substantiam
-	substitution	sostituzione	sustitución	substituição	substitu:tio:nem
-	-	sostruzione	-	-	substructio:nem
subțire	subtil	sottile	subtil	subtil	subti:lem
-	subtilité	sottilità	-	-	subti:lita:tem
-	soustraction	sottrazione	sustracción	subtração	subtractio:nem
sustrage	soustraire	sottrarre	sustraer	subtrair	subtrahere
sulă	subule	subbia	subilla	sovela	su:bulam
-	suburbain	suburbano	-	-	suburba:num
-	souvenir	sovvenire	subvenir	-	subveni:re
-	subvertir	-	-	-	subvertere
-	-	succedaneo	-	-	succe:da:neum
-	-	succidere	-	-	succidere
-	succulent	succulento	-	-	succulentum
-	succomber	soccombere	sucumbir	sucumbir	succumbere
-	secourir	soccorrere	socorrer	socorrer	succurrere
-	secouer	-	sacudir	sacudir	succutere
-	-	succino	-	-	su:cinum
-	-	sugoso	jugoso	sucoso	su:co:sum
suc	suc	sugo	jugo	suco	su:cum
sudar	suaire	sudario	sudario	sudário	su:da:rium
asuda	suer	sudare	sudar	suar	su:da:re
suficiență	suffisance	sufficienza	suficiencia	suficiência	sufficientiam
-	suffire	-	-	-	sufficere
-	-	-	sufragar	-	suffra:ga:re
-	-	suffrutice	sufrútice	-	suffruticem
-	-	suffondere	-	-	suffundere
-	suggérer	-	-	sugerir	suggerere
-	-	-	-	sugesto	suggestum
suge	sucer	succhiare	succionar	sugar	su:gere
sain	-	suino	suino	-	sui:num
-	-	solcare	sulcar	sulcar	sulca:re
sulc	-	solco	surco	suco	sulcum
sulf	soufre	zolfo	azufre	enxofre	sulfur
sulf	soufre	zolfo	azufre	enxofre	sulphur
sumă	somme	somma	suma	soma	summam
-	sommaire	-	sumario	-	summa:rium
submerge	submerger	sommergere	sumergir	submergir	summergere
submersiune	submersion	sommersione	sumersión	submersão	summersio:nem
-	-	sommità	sumidad	sumidade	summita:tem
sumete	soumettre	sommettere	someter	submeter	summittere
-	-	sommo	sumo	sumo	summum
-	-	sumere	sumir	sumir	su:mere
-	somptueux	sontuoso	-	-	sumptuo:sum
-	-	sunto	-	sumpto	su:mptum
-	-	suovetaurilia	-	-	suovetauri:lia
-	superbe	superbia	-	-	superbiam
superb	superbe	superbo	soberbio	soberbo	superbum
-	surcroître	sopraccrescere	-	-	supercre:scere
superior	supérieur	superiore	superior	superior	superio:rem
-	surnaturel	soprannaturale	supernatural	-	superna:tu:ra:lem
-	-	superno	-	-	supernum
supăra	-	superare	superar	superar	supera:re
superpune	superposer	sovrapporre	sobreponer	sobrepor	superpo:nere
-	surseoir	soprassedere	sobreseer	-	supersede:re
-	-	supero	-	-	superum
-	-	supervacaneo	supervacáneo	supervacâneo	supervaca:neum
-	-	-	supervacáneo	supervacâneo	supervacuum
-	survenir	-	sobrevenir	sobrevir	superveni:re
-	-	supino	supino	supino	supi:num
-	supplément	-	suplemento	-	supple:mentum
-	suppléer	supplire	suplir	suprir	supple:re
suplicație	supplication	supplicazione	-	-	supplica:tio:nem
-	supplice	-	suplicio	suplício	supplicium
suplica	supplier	supplicare	suplicar	suplicar	supplica:re
supune	supposer	supporre	suponer	supor	suppo:nere
-	supprimer	-	-	-	supprimere
-	supputer	-	suputar	-	supputa:re
-	surdité	-	-	-	surdita:tem
surd	sourd	sordo	sordo	surdo	surdum
-	surgir	sorgere	surdir	surgir	surgere
-	-	-	-	surripiar	surripere
sor	sus	-	-	-	suem
sușta	susciter	suscitare	suscitar	suscitar	suscita:re
-	soupçon	-	-	suspeição	suspectio:nem
-	suspendre	sospendere	suspender	suspender	suspendere
supensie	suspension	sospensione	suspensión	suspensão	suspe:nsio:nem
-	suspicion	-	-	-	suspicere
suspin	soupir	sospiro	suspiro	suspiro	suspirium
suspina	soupirer	sospirare	suspirar	suspirar	suspi:ra:re
-	-	sostentacolo	sustentáculo	sustentáculo	sustenta:culum
-	sustenter	sostentare	sustentar	sustentar	sustenta:re
-	-	-	sostener	-	sustine:re
-	-	-	-	sussurração	susurra:tio:nem
-	-	sussurro	susurro	-	susurrum
-	-	-	-	sútil	su:tilem
-	-	-	sutorio	-	su:to:rium
-	suture	sutura	sutura	sutura	su:tu:ram
-	sycophante	-	sicofanta	-	sycophantam
-	synopsis	sinossi	sinopsis	-	synopsem
-	synthèse	-	-	-	synthesem
tavernă	taverne	taverna	taberna	taberna	tabernam
-	-	-	-	tabe	ta:bem
-	-	-	-	tábido	ta:bidum
tablă	table	tavola	tabla	tábua	tablam
tablă	table	tavola	tabla	-	tabulam
tăcea	taire	tacere	tacer	-	tace:re
-	tactile	tattile	táctil	táctil	ta:ctilem
zadă	-	teda	teda	-	taedam
-	tedieux	tedioso	tedioso	tedioso	taedio:sum
-	-	tetro	tetro	tetro	taetrum
-	-	-	tétrico	tétrico	taetricum
-	-	talea	-	-	ta:leam
tăia	tailler	tagliare	tallar	talhar	ta:lio:nem
-	taupe	talpa	talpa	toupeira	talpam
-	-	talo	talud	talude	ta:lum
-	-	tamerice	-	-	tamaricem
-	tamis	tamiso	-	-	tamisium
atinge	-	tangere	tangir	tanger	tangere
-	tant	tanto	tanto	tanto	tantum
-	tapis	tappeto	tapiz	tapete	tape:tem
-	tarder	tardare	tardar	tardar	tarda:re
târziu	tardif	tardo	tardo	tardo	tardum
-	termit	termite	-	térmite	tarmitem
-	tauriforme	tauriforme	-	-	taurifo:rmem
-	taxation	tassazione	-	-	taxa:tio:nem
taxa	taxer	tassare	tasar	taxar	taxa:re
-	taisson	tasso	tejón	teixo	taxum
-	toit	tetto	techo	teto	te:ctum
-	tuile	teglia	teja	telha	te:gulam
teară	toile	tela	tela	tela	te:lam
-	téméraire	-	-	-	temera:rium
-	témérité	temerità	temeridad	temeridade	temerita:tem
-	-	-	-	temerar	temera:re
